Time Freq L_nu packet_count Wavelength L_lambda
2894400.0 316220000000000.0 1.0364e+28 4806.0 9487.065966732021 3.4544969872586674e+38
2894400.0 316850000000000.0 1.11231e+28 5149.0 9468.202619536058 3.7223054645325e+38
2894400.0 317480000000000.0 1.1519e+28 5346.0 9449.414136323549 3.870136356858666e+38
2894400.0 318120000000000.0 1.1790599999999998e+28 5488.0 9430.40362127499 3.977375542588799e+38
2894400.0 318750000000000.0 1.2411399999999998e+28 5753.0 9411.764705882353 4.203392109374999e+38
2894400.0 319390000000000.0 1.3150399999999998e+28 6115.0 9392.905225586273 4.471573123679466e+38
2894400.0 320030000000000.0 1.34384e+28 6260.0 9374.121176139737 4.5878339645818664e+38
2894400.0 320670000000000.0 1.3618699999999998e+28 6370.0 9355.412105903266 4.668002306648099e+38
2894400.0 321310000000000.0 1.42371e+28 6639.0 9336.777566835766 4.8994661897576996e+38
2894400.0 321950000000000.0 1.47091e+28 6887.0 9318.217114458766 5.082082427175834e+38
2894400.0 322600000000000.0 1.5075299999999999e+28 7043.0 9299.442033477992 5.22965976076e+38
2894400.0 323240000000000.0 1.50018e+28 7077.0 9281.02957554758 5.2248317845856e+38
2894400.0 323890000000000.0 1.5040999999999998e+28 7057.0 9262.40390255951 5.2595735850536665e+38
2894400.0 324540000000000.0 1.5614199999999998e+28 7337.0 9243.852837862822 5.481948443882399e+38
2894400.0 325190000000000.0 1.5596199999999998e+28 7340.0 9225.375934069314 5.4975843957427325e+38
2894400.0 325840000000000.0 1.6129899999999999e+28 7601.0 9206.972747360667 5.708463313858133e+38
2894400.0 326490000000000.0 1.54739e+28 7326.0 9188.642837452908 5.4981717108513005e+38
2894400.0 327140000000000.0 1.6081999999999998e+28 7631.0 9170.385767561289 5.7370165370906654e+38
2894400.0 327800000000000.0 1.5405199999999998e+28 7302.0 9151.921903599756 5.517774969226666e+38
2894400.0 328450000000000.0 1.4843399999999999e+28 7044.0 9133.810321205663 5.3376570768949994e+38
2894400.0 329110000000000.0 1.51407e+28 7216.0 9115.493300112425 5.4664685858949e+38
2894400.0 329770000000000.0 1.4760699999999998e+28 7010.0 9097.24959820481 5.3506677886034325e+38
2894400.0 330430000000000.0 1.4479699999999999e+28 6906.0 9079.07877614018 5.269837820521766e+38
2894400.0 331090000000000.0 1.44676e+28 6931.0 9060.980398079073 5.286489401318533e+38
2894400.0 331750000000000.0 1.38861e+28 6661.0 9042.954031650339 5.0942575389374994e+38
2894400.0 332410000000000.0 1.3467099999999998e+28 6473.0 9024.999247916729 4.9602205917450334e+38
2894400.0 333080000000000.0 1.3030799999999999e+28 6278.0 9006.845202353788 4.8188891520704e+38
2894400.0 333740000000000.0 1.25728e+28 6078.0 8989.033379277282 4.6679616093909336e+38
2894400.0 334410000000000.0 1.2280699999999998e+28 5948.0 8971.023593792052 4.5778375723389e+38
2894400.0 335080000000000.0 1.21944e+28 5933.0 8953.085830249493 4.5639007929472e+38
2894400.0 335750000000000.0 1.21915e+28 5940.0 8935.219657483247 4.581080579895833e+38
2894400.0 336420000000000.0 1.21236e+28 5925.0 8917.424647761727 4.573766163556799e+38
2894400.0 337090000000000.0 1.2282199999999999e+28 6023.0 8899.700376753983 4.652074365126066e+38
2894400.0 337770000000000.0 1.3021099999999998e+28 6380.0 8881.783462119194 4.9518623886272984e+38
2894400.0 338440000000000.0 1.36964e+28 6724.0 8864.20044911949 5.229360101463467e+38
2894400.0 339120000000000.0 1.4174499999999999e+28 6971.0 8846.426043878273 5.433670519775999e+38
2894400.0 339800000000000.0 1.46308e+28 7220.0 8828.722778104768 5.6311042547733325e+38
2894400.0 340480000000000.0 1.52532e+28 7528.0 8811.09022556391 5.894173596057599e+38
2894400.0 341160000000000.0 1.61187e+28 8013.0 8793.527963418923 6.2535261329424005e+38
2894400.0 341840000000000.0 1.67103e+28 8298.0 8776.03557219752 6.5089172725056e+38
2894400.0 342530000000000.0 1.721e+28 8577.0 8758.356932239512 6.7306474782966656e+38
2894400.0 343210000000000.0 1.74714e+28 8690.0 8741.004049998543 6.8600347965758e+38
2894400.0 343900000000000.0 1.8309199999999998e+28 9124.0 8723.466123873219 7.217926671106667e+38
2894400.0 344580000000000.0 1.87384e+28 9345.0 8706.251088281386 7.4163699237792e+38
2894400.0 345270000000000.0 1.8821999999999999e+28 9433.0 8688.852202624033 7.479321535746e+38
2894400.0 345960000000000.0 1.8807999999999997e+28 9408.0 8671.522719389524 7.503659842176e+38
2894400.0 346660000000000.0 1.9179099999999998e+28 9634.0 8654.012577164945 7.682709895226532e+38
2894400.0 347350000000000.0 1.9259699999999998e+28 9673.0 8636.821649632935 7.745739192477499e+38
2894400.0 348040000000000.0 1.8968499999999999e+28 9556.0 8619.698885185611 7.658964457965332e+38
2894400.0 348740000000000.0 1.9207499999999999e+28 9685.0 8602.397201353444 7.78669409609e+38
2894400.0 349440000000000.0 1.8509099999999998e+28 9363.0 8585.164835164835 7.533716624179199e+38
2894400.0 350140000000000.0 1.8920999999999999e+28 9573.0 8568.00137088022 7.732257096172e+38
2894400.0 350840000000000.0 1.8671499999999998e+28 9454.0 8550.906396077984 7.660835888701332e+38
2894400.0 351540000000000.0 1.8137199999999998e+28 9179.0 8533.879501621437 7.4713397192784e+38
2894400.0 352240000000000.0 1.7784499999999998e+28 9026.0 8516.920281626164 7.355255271690666e+38
2894400.0 352950000000000.0 1.7194999999999999e+28 8777.0 8499.787505312368 7.140149381625e+38
2894400.0 353650000000000.0 1.6740799999999999e+28 8522.0 8482.963381874735 6.979145911026666e+38
2894400.0 354360000000000.0 1.6209299999999998e+28 8284.0 8465.966813410092 6.784727219697599e+38
2894400.0 355070000000000.0 1.48895e+28 7657.0 8449.038217816205 6.257297728695166e+38
2894400.0 355780000000000.0 1.44201e+28 7412.0 8432.17718814998 6.084292423562799e+38
2894400.0 356490000000000.0 1.3706199999999999e+28 7051.0 8415.383320710258 5.8061802437154e+38
2894400.0 357200000000000.0 1.27405e+28 6576.0 8398.6562150056 5.4186127917333325e+38
2894400.0 357920000000000.0 1.20054e+28 6193.0 8381.761287438534 5.1265749770752e+38
2894400.0 358630000000000.0 1.14217e+28 5883.0 8365.167442768312 4.896691308362434e+38
2894400.0 359350000000000.0 1.1488299999999998e+28 5942.0 8348.406845693613 4.9450400313558324e+38
2894400.0 360070000000000.0 1.1508999999999999e+28 5981.0 8331.713277973728 4.973821699980333e+38
2894400.0 360790000000000.0 1.12832e+28 5873.0 8315.086338313145 4.895758820017067e+38
2894400.0 361510000000000.0 1.04906e+28 5466.0 8298.525628613317 4.570036866456866e+38
2894400.0 362230000000000.0 9.54443e+27 4989.0 8282.030753940866 4.1744337610131564e+38
2894400.0 362960000000000.0 9.32968e+27 4891.0 8265.373594886489 4.0969722831342935e+38
2894400.0 363680000000000.0 8.66847e+27 4570.0 8249.010118785745 3.82173027333376e+38
2894400.0 364410000000000.0 8.31266e+27 4377.0 8232.485387338438 3.67958919824982e+38
2894400.0 365140000000000.0 8.634e+27 4583.0 8216.026729473626 3.8371573800880005e+38
2894400.0 365870000000000.0 9.14492e+27 4851.0 8199.633749692513 4.080489424939827e+38
2894400.0 366600000000000.0 9.31716e+27 4956.0 8183.306055646482 4.173949786032e+38
2894400.0 367340000000000.0 1.0149799999999999e+28 5393.0 8166.820928839767 4.565335232016266e+38
2894400.0 368070000000000.0 9.87227e+27 5256.0 8150.623522699487 4.4581698673484095e+38
2894400.0 368810000000000.0 9.70474e+27 5181.0 8134.2696781540635 4.4001555161277134e+38
2894400.0 369540000000000.0 9.36555e+27 5025.0 8118.201006656925 4.2631924784346e+38
2894400.0 370280000000000.0 9.39902e+27 5060.0 8101.976882359296 4.2955801727572266e+38
2894400.0 371020000000000.0 9.36643e+27 5039.0 8085.817476146838 4.2978126439925735e+38
2894400.0 371770000000000.0 9.31997e+27 5017.0 8069.5053393227 4.2938012941333766e+38
2894400.0 372510000000000.0 9.37199e+27 5111.0 8053.475074494644 4.3349733656673305e+38
2894400.0 373250000000000.0 9.53914e+27 5183.0 8037.508372404554 4.429835516220833e+38
2894400.0 374000000000000.0 9.67764e+27 5271.0 8021.39037433155 4.5122319088e+38
2894400.0 374750000000000.0 9.98327e+27 5453.0 8005.33689126084 4.673420348597917e+38
2894400.0 375500000000000.0 9.95195e+27 5464.0 7989.347536617843 4.677424793291667e+38
2894400.0 376250000000000.0 1.05359e+28 5768.0 7973.421926910299 4.971682686979167e+38
2894400.0 377000000000000.0 1.0691299999999998e+28 5877.0 7957.559681697613 5.065145925666665e+38
2894400.0 377760000000000.0 1.1179799999999999e+28 6131.0 7941.550190597204 5.3179557474816e+38
2894400.0 378510000000000.0 1.14983e+28 6347.0 7925.81437742728 5.491197908186099e+38
2894400.0 379270000000000.0 1.1803599999999998e+28 6494.0 7909.932238247159 5.6596583095281325e+38
2894400.0 380030000000000.0 1.21703e+28 6735.0 7894.113622608741 5.858896045977567e+38
2894400.0 380790000000000.0 1.2362999999999998e+28 6815.0 7878.358150161506 5.975492203160999e+38
2894400.0 381550000000000.0 1.2344899999999998e+28 6858.0 7862.665443585375 5.990585036074166e+38
2894400.0 382310000000000.0 1.23914e+28 6892.0 7847.035128560592 6.0371287452984665e+38
2894400.0 383080000000000.0 1.28943e+28 7178.0 7831.262399498799 6.3074740597584e+38
2894400.0 383840000000000.0 1.2472999999999998e+28 6929.0 7815.756565235515 6.125621083562665e+38
