Time Freq L_nu packet_count Wavelength L_lambda
3326400.0 316220000000000.0 1.2490599999999998e+28 614.0 9487.065966732021 4.163328837230133e+38
3326400.0 316850000000000.0 1.2551099999999998e+28 618.0 9468.202619536058 4.2001805356325e+38
3326400.0 317480000000000.0 1.1714599999999999e+28 576.0 9449.414136323549 3.935853751719466e+38
3326400.0 318120000000000.0 1.24163e+28 621.0 9430.40362127499 4.1884457067024e+38
3326400.0 318750000000000.0 1.2678399999999998e+28 634.0 9411.764705882353 4.293817499999999e+38
3326400.0 319390000000000.0 1.38972e+28 686.0 9392.905225586273 4.7255099475604e+38
3326400.0 320030000000000.0 1.3277999999999999e+28 663.0 9374.121176139737 4.5330738318339996e+38
3326400.0 320670000000000.0 1.4712e+28 735.0 9355.412105903266 5.042746366055999e+38
3326400.0 321310000000000.0 1.42145e+28 709.0 9336.777566835766 4.891688767678166e+38
3326400.0 321950000000000.0 1.5037599999999998e+28 756.0 9318.217114458766 5.1955811509133326e+38
3326400.0 322600000000000.0 1.55078e+28 780.0 9299.442033477992 5.379695106426667e+38
3326400.0 323240000000000.0 1.5937199999999998e+28 802.0 9281.02957554758 5.5506132009024e+38
3326400.0 323890000000000.0 1.6768799999999999e+28 845.0 9262.40390255951 5.8637549054616004e+38
3326400.0 324540000000000.0 1.7159499999999998e+28 864.0 9243.852837862822 6.024483759833999e+38
3326400.0 325190000000000.0 1.7090199999999998e+28 862.0 9225.375934069314 6.024212105520732e+38
3326400.0 325840000000000.0 1.8675999999999998e+28 935.0 9206.972747360667 6.609542579285333e+38
3326400.0 326490000000000.0 1.9019099999999998e+28 957.0 9188.642837452908 6.7578488671797004e+38
3326400.0 327140000000000.0 1.81518e+28 925.0 9170.385767561289 6.475387189277599e+38
3326400.0 327800000000000.0 1.6758499999999998e+28 853.0 9151.921903599756 6.002494730466666e+38
3326400.0 328450000000000.0 1.72225e+28 875.0 9133.810321205663 6.193176698520833e+38
3326400.0 329110000000000.0 1.6787099999999998e+28 851.0 9115.493300112425 6.060892481739699e+38
3326400.0 329770000000000.0 1.6956999999999998e+28 869.0 9097.24959820481 6.146813748084332e+38
3326400.0 330430000000000.0 1.6081499999999998e+28 823.0 9079.07877614018 5.8528075105644996e+38
3326400.0 331090000000000.0 1.56766e+28 802.0 9060.980398079073 5.7282603713615325e+38
3326400.0 331750000000000.0 1.4362799999999998e+28 738.0 9042.954031650339 5.2691398002499995e+38
3326400.0 332410000000000.0 1.4013499999999998e+28 724.0 9024.999247916729 5.161471383031166e+38
3326400.0 333080000000000.0 1.37359e+28 711.0 9006.845202353788 5.079640505872534e+38
3326400.0 333740000000000.0 1.4175599999999998e+28 734.0 8989.033379277282 5.263040578875199e+38
3326400.0 334410000000000.0 1.24724e+28 646.0 8971.023593792052 4.6492969730748e+38
3326400.0 335080000000000.0 1.37088e+28 709.0 8953.085830249493 5.1306831980544e+38
3326400.0 335750000000000.0 1.4180699999999998e+28 741.0 8935.219657483247 5.328542786312499e+38
3326400.0 336420000000000.0 1.47821e+28 776.0 8917.424647761727 5.576715563554799e+38
3326400.0 337090000000000.0 1.4939499999999998e+28 787.0 8899.700376753983 5.6585680885998324e+38
3326400.0 337770000000000.0 1.5953099999999998e+28 831.0 8881.783462119194 6.066888041103299e+38
3326400.0 338440000000000.0 1.5956e+28 840.0 8864.20044911949 6.0920876857386665e+38
3326400.0 339120000000000.0 1.6228799999999998e+28 857.0 8846.426043878273 6.221168445542399e+38
3326400.0 339800000000000.0 1.7700499999999997e+28 925.0 8828.722778104768 6.812570800066666e+38
3326400.0 340480000000000.0 1.8037899999999998e+28 952.0 8811.09022556391 6.970243221640531e+38
3326400.0 341160000000000.0 1.9041899999999998e+28 1006.0 8793.527963418923 7.3876317116688e+38
3326400.0 341840000000000.0 1.8380499999999998e+28 972.0 8776.03557219752 7.159485702069332e+38
3326400.0 342530000000000.0 1.9062399999999999e+28 1011.0 8758.356932239512 7.455101364920532e+38
3326400.0 343210000000000.0 1.9755199999999998e+28 1047.0 8741.004049998543 7.756754433721066e+38
3326400.0 343900000000000.0 1.9596299999999998e+28 1041.0 8723.466123873219 7.72533242441e+38
3326400.0 344580000000000.0 1.9639599999999998e+28 1047.0 8706.251088281386 7.7730509944848e+38
3326400.0 345270000000000.0 1.99681e+28 1075.0 8688.852202624033 7.9347487173483e+38
