Time Freq L_nu packet_count Wavelength L_lambda
1944000.0 316220000000000.0 1.00985e+28 4072.0 9487.065966732021 3.3660013340246668e+38
1944000.0 316850000000000.0 1.05908e+28 4339.0 9468.202619536058 3.544173181376666e+38
1944000.0 317480000000000.0 1.09098e+28 4503.0 9449.414136323549 3.6654582538464e+38
1944000.0 318120000000000.0 1.15824e+28 4692.0 9430.40362127499 3.9071425105152e+38
1944000.0 318750000000000.0 1.15957e+28 4723.0 9411.764705882353 3.9271374609375e+38
1944000.0 319390000000000.0 1.18222e+28 4847.0 9392.905225586273 4.019940973868734e+38
1944000.0 320030000000000.0 1.2571999999999998e+28 5145.0 9374.121176139737 4.292047312382666e+38
1944000.0 320670000000000.0 1.2862799999999999e+28 5252.0 9355.412105903266 4.408906875836399e+38
1944000.0 321310000000000.0 1.31347e+28 5344.0 9336.777566835766 4.520093176462233e+38
1944000.0 321950000000000.0 1.32815e+28 5458.0 9318.217114458766 4.5888380496791665e+38
1944000.0 322600000000000.0 1.32509e+28 5470.0 9299.442033477992 4.596770778946667e+38
1944000.0 323240000000000.0 1.35555e+28 5565.0 9281.02957554758 4.721113950056e+38
1944000.0 323890000000000.0 1.3337299999999998e+28 5481.0 9262.40390255951 4.6638196114577664e+38
1944000.0 324540000000000.0 1.36916e+28 5677.0 9243.852837862822 4.8069478624752e+38
1944000.0 325190000000000.0 1.35083e+28 5571.0 9225.375934069314 4.7616098339987664e+38
1944000.0 325840000000000.0 1.41987e+28 5786.0 9206.972747360667 5.025000654342401e+38
1944000.0 326490000000000.0 1.3662899999999999e+28 5615.0 9188.642837452908 4.8546888805143e+38
1944000.0 327140000000000.0 1.32687e+28 5501.0 9170.385767561289 4.7334132151283995e+38
1944000.0 327800000000000.0 1.34707e+28 5586.0 9151.921903599756 4.824883239293334e+38
1944000.0 328450000000000.0 1.26926e+28 5309.0 9133.810321205663 4.564233680571666e+38
1944000.0 329110000000000.0 1.2767499999999999e+28 5292.0 9115.493300112425 4.609637445455833e+38
1944000.0 329770000000000.0 1.2055099999999999e+28 5071.0 9097.24959820481 4.369903545115966e+38
1944000.0 330430000000000.0 1.15566e+28 4851.0 9079.07877614018 4.2059854663178e+38
1944000.0 331090000000000.0 1.1692499999999998e+28 4962.0 9060.980398079073 4.272462421197499e+38
1944000.0 331750000000000.0 1.0997299999999998e+28 4694.0 9042.954031650339 4.034471769104166e+38
1944000.0 332410000000000.0 1.1016799999999998e+28 4688.0 9024.999247916729 4.057722762520266e+38
1944000.0 333080000000000.0 1.03403e+28 4428.0 9006.845202353788 3.8239217468730666e+38
1944000.0 333740000000000.0 1.05526e+28 4437.0 8989.033379277282 3.9179126112925334e+38
1944000.0 334410000000000.0 1.0309499999999998e+28 4395.0 8971.023593792052 3.8430396029565e+38
1944000.0 335080000000000.0 9.95012e+27 4221.0 8953.085830249493 3.7239520237092265e+38
1944000.0 335750000000000.0 9.79091e+27 4177.0 8935.219657483247 3.679034381372916e+38
1944000.0 336420000000000.0 9.22652e+27 3986.0 8917.424647761727 3.48080974160976e+38
1944000.0 337090000000000.0 9.22891e+27 3948.0 8899.700376753983 3.495593267415903e+38
1944000.0 337770000000000.0 8.77558e+27 3749.0 8881.783462119194 3.3373113285659403e+38
