Time Freq L_nu packet_count Wavelength L_lambda
3412800.0 316220000000000.0 1.18225e+28 589.0 9487.065966732021 3.9406397753633334e+38
3412800.0 316850000000000.0 1.1799999999999999e+28 588.0 9468.202619536058 3.9488276183333325e+38
3412800.0 317480000000000.0 1.3452399999999998e+28 673.0 9449.414136323549 4.519717191336532e+38
3412800.0 318120000000000.0 1.37852e+28 696.0 9430.40362127499 4.6502228325696e+38
3412800.0 318750000000000.0 1.3489999999999998e+28 672.0 9411.764705882353 4.568683593749999e+38
3412800.0 319390000000000.0 1.5419e+28 769.0 9392.905225586273 5.242972532699667e+38
3412800.0 320030000000000.0 1.4258199999999998e+28 719.0 9374.121176139737 4.8677115009079324e+38
3412800.0 320670000000000.0 1.58016e+28 792.0 9355.412105903266 5.4162221980607995e+38
3412800.0 321310000000000.0 1.4565299999999998e+28 735.0 9336.777566835766 5.012410876771099e+38
3412800.0 321950000000000.0 1.48418e+28 756.0 9318.217114458766 5.127931074481667e+38
3412800.0 322600000000000.0 1.5713299999999999e+28 793.0 9299.442033477992 5.4509835770266665e+38
3412800.0 323240000000000.0 1.59942e+28 817.0 9281.02957554758 5.5704651794464e+38
3412800.0 323890000000000.0 1.6029199999999999e+28 813.0 9262.40390255951 5.605129772591067e+38
3412800.0 324540000000000.0 1.6569599999999998e+28 845.0 9243.852837862822 5.817377319091199e+38
3412800.0 325190000000000.0 1.81408e+28 927.0 9225.375934069314 6.394543478942933e+38
3412800.0 325840000000000.0 1.6338599999999999e+28 833.0 9206.972747360667 5.7823234303872005e+38
3412800.0 326490000000000.0 1.70768e+28 875.0 9188.642837452908 6.0677126433455995e+38
3412800.0 327140000000000.0 1.67058e+28 857.0 9170.385767561289 5.9595479956055996e+38
3412800.0 327800000000000.0 1.7157599999999998e+28 881.0 9151.921903599756 6.14544282528e+38
3412800.0 328450000000000.0 1.63246e+28 843.0 9133.810321205663 5.8702936468383335e+38
3412800.0 329110000000000.0 1.75251e+28 897.0 9115.493300112425 6.3273434263057e+38
3412800.0 329770000000000.0 1.67694e+28 866.0 9097.24959820481 6.0788098406042e+38
