Time Freq L_nu packet_count Wavelength L_lambda
1425600.0 316220000000000.0 8.39626e+27 3303.0 9487.065966732021 2.7986158697646133e+38
1425600.0 316850000000000.0 8.614e+27 3440.0 9468.202619536058 2.8826441613833336e+38
1425600.0 317480000000000.0 8.74985e+27 3477.0 9449.414136323549 2.9397614898914663e+38
1425600.0 318120000000000.0 9.13879e+27 3581.0 9430.40362127499 3.08282868003792e+38
1425600.0 318750000000000.0 9.2831e+27 3694.0 9411.764705882353 3.1439248828125002e+38
1425600.0 319390000000000.0 9.82108e+27 3811.0 9392.905225586273 3.3394936559728934e+38
1425600.0 320030000000000.0 9.74197e+27 3893.0 9374.121176139737 3.3258826086392434e+38
1425600.0 320670000000000.0 1.01225e+28 4016.0 9355.412105903266 3.4696302399675e+38
1425600.0 321310000000000.0 1.04233e+28 4074.0 9336.777566835766 3.587009007150433e+38
1425600.0 321950000000000.0 1.0265e+28 4040.0 9318.217114458766 3.546619175541666e+38
1425600.0 322600000000000.0 1.08428e+28 4307.0 9299.442033477992 3.761394788426667e+38
1425600.0 323240000000000.0 1.07545e+28 4212.0 9281.02957554758 3.7455807587973335e+38
1425600.0 323890000000000.0 1.09571e+28 4290.0 9262.40390255951 3.831505466976367e+38
1425600.0 324540000000000.0 1.08589e+28 4317.0 9243.852837862822 3.812422663810799e+38
1425600.0 325190000000000.0 1.1217399999999999e+28 4330.0 9225.375934069314 3.954078762827132e+38
1425600.0 325840000000000.0 1.09254e+28 4392.0 9206.972747360667 3.8665611745408e+38
1425600.0 326490000000000.0 1.09698e+28 4334.0 9188.642837452908 3.8977791011766e+38
1425600.0 327140000000000.0 1.08012e+28 4267.0 9170.385767561289 3.8531689479183995e+38
1425600.0 327800000000000.0 1.07098e+28 4287.0 9151.921903599756 3.835994752773333e+38
1425600.0 328450000000000.0 1.0559499999999998e+28 4230.0 9133.810321205663 3.797175168995832e+38
1425600.0 329110000000000.0 1.05405e+28 4137.0 9115.493300112425 3.8055910314335004e+38
1425600.0 329770000000000.0 9.95192e+27 3940.0 9097.24959820481 3.607513043335227e+38
1425600.0 330430000000000.0 1.00588e+28 4027.0 9079.07877614018 3.660866224373733e+38
1425600.0 331090000000000.0 9.51237e+27 3784.0 9060.980398079073 3.475838645415989e+38
1425600.0 331750000000000.0 9.05763e+27 3713.0 9042.954031650339 3.32288402880625e+38
1425600.0 332410000000000.0 9.2252e+27 3726.0 9024.999247916729 3.3978382133470672e+38
1425600.0 333080000000000.0 9.32225e+27 3799.0 9006.845202353788 3.4474390979746666e+38
1425600.0 333740000000000.0 8.88756e+27 3662.0 8989.033379277282 3.29972550912752e+38
1425600.0 334410000000000.0 8.4283e+27 3429.0 8971.023593792052 3.1417906480041005e+38
1425600.0 335080000000000.0 8.32906e+27 3437.0 8953.085830249493 3.1172508314066137e+38
1425600.0 335750000000000.0 8.06749e+27 3358.0 8935.219657483247 3.0314417231270834e+38
1425600.0 336420000000000.0 8.17469e+27 3357.0 8917.424647761727 3.0839948958697198e+38
1425600.0 337090000000000.0 7.66698e+27 3119.0 8899.700376753983 2.9039879757644595e+38
1425600.0 337770000000000.0 7.36621e+27 3079.0 8881.783462119194 2.80133462193903e+38
1425600.0 338440000000000.0 7.16839e+27 2954.0 8864.20044911949 2.7369303362730135e+38
1425600.0 339120000000000.0 7.253e+27 2973.0 8846.426043878273 2.7803740717440002e+38
1425600.0 339800000000000.0 7.06015e+27 2914.0 8828.722778104768 2.717311473353333e+38
1425600.0 340480000000000.0 7.1528e+27 3040.0 8811.09022556391 2.7640000064170666e+38
1425600.0 341160000000000.0 7.09437e+27 2985.0 8793.527963418923 2.7523825241342403e+38
1425600.0 341840000000000.0 7.04247e+27 2999.0 8776.03557219752 2.74314971150144e+38
1425600.0 342530000000000.0 7.49237e+27 3114.0 8758.356932239512 2.9301860108637765e+38
