Time Freq L_nu packet_count Wavelength L_lambda
1771200.0 316220000000000.0 1.0632799999999998e+28 396.0 9487.065966732021 3.544092586465066e+38
1771200.0 316850000000000.0 1.04559e+28 413.0 9468.202619536058 3.4990293808925e+38
1771200.0 317480000000000.0 1.05818e+28 427.0 9449.414136323549 3.555257305409067e+38
1771200.0 318120000000000.0 1.15617e+28 447.0 9430.40362127499 3.9001596874416e+38
1771200.0 318750000000000.0 1.15467e+28 459.0 9411.764705882353 3.9105425390625e+38
1771200.0 319390000000000.0 1.11482e+28 454.0 9392.905225586273 3.7907585698840664e+38
1771200.0 320030000000000.0 1.0965399999999999e+28 465.0 9374.121176139737 3.743558351829533e+38
1771200.0 320670000000000.0 1.2886499999999998e+28 521.0 9355.412105903266 4.417030386499499e+38
1771200.0 321310000000000.0 1.2893899999999998e+28 511.0 9336.777566835766 4.437225776605966e+38
1771200.0 321950000000000.0 1.2069199999999998e+28 500.0 9318.217114458766 4.169981115776666e+38
1771200.0 322600000000000.0 1.2416199999999998e+28 519.0 9299.442033477992 4.3072112343733325e+38
1771200.0 323240000000000.0 1.21734e+28 502.0 9281.02957554758 4.2397557124128e+38
1771200.0 323890000000000.0 1.44322e+28 576.0 9262.40390255951 5.046686915378734e+38
1771200.0 324540000000000.0 1.3407499999999999e+28 533.0 9243.852837862822 4.7072039400899996e+38
1771200.0 325190000000000.0 1.30485e+28 532.0 9225.375934069314 4.5995325776695e+38
1771200.0 325840000000000.0 1.3687499999999999e+28 564.0 9206.972747360667 4.844084068e+38
1771200.0 326490000000000.0 1.3126899999999998e+28 547.0 9188.642837452908 4.6642378606023e+38
1771200.0 327140000000000.0 1.4574e+28 577.0 9170.385767561289 5.1990597569679995e+38
1771200.0 327800000000000.0 1.25538e+28 499.0 9151.921903599756 4.49647154264e+38
1771200.0 328450000000000.0 1.1849999999999998e+28 488.0 9133.810321205663 4.261236398749999e+38
1771200.0 329110000000000.0 1.2384499999999998e+28 511.0 9115.493300112425 4.4713573482081656e+38
1771200.0 329770000000000.0 1.0506899999999998e+28 434.0 9097.24959820481 3.8086900613167e+38
1771200.0 330430000000000.0 1.07229e+28 450.0 9079.07877614018 3.9025631722807e+38
1771200.0 331090000000000.0 1.14509e+28 468.0 9060.980398079073 4.184181307580966e+38
1771200.0 331750000000000.0 1.0512599999999998e+28 444.0 9042.954031650339 3.8566546261249995e+38
1771200.0 332410000000000.0 9.43446e+27 398.0 9024.999247916729 3.4749131412104206e+38
1771200.0 333080000000000.0 9.18211e+27 405.0 9006.845202353788 3.3956142579210135e+38
1771200.0 333740000000000.0 1.0063499999999999e+28 411.0 8989.033379277282 3.736322192041999e+38
1771200.0 334410000000000.0 1.03006e+28 428.0 8971.023593792052 3.8397219781962e+38
1771200.0 335080000000000.0 8.33309e+27 367.0 8953.085830249493 3.1187591073525864e+38
1771200.0 335750000000000.0 9.69519e+27 394.0 8935.219657483247 3.64306661423125e+38
1771200.0 336420000000000.0 8.62305e+27 364.0 8917.424647761727 3.2531438117933996e+38
1771200.0 337090000000000.0 9.38292e+27 386.0 8899.700376753983 3.55392695136284e+38
1771200.0 337770000000000.0 9.22584e+27 384.0 8881.783462119194 3.508543064679119e+38
1771200.0 338440000000000.0 8.36946e+27 349.0 8864.20044911949 3.1955054024995204e+38
1771200.0 339120000000000.0 8.58221e+27 353.0 8846.426043878273 3.2899150919980796e+38
1771200.0 339800000000000.0 8.17418e+27 337.0 8828.722778104768 3.1460794882906665e+38
1771200.0 340480000000000.0 7.80831e+27 326.0 8811.09022556391 3.01730355806208e+38
1771200.0 341160000000000.0 8.04456e+27 356.0 8793.527963418923 3.1210250322931207e+38
1771200.0 341840000000000.0 8.1736e+27 357.0 8776.03557219752 3.183742136200533e+38
1771200.0 342530000000000.0 7.87685e+27 351.0 8758.356932239512 3.0805520388972168e+38
1771200.0 343210000000000.0 9.20976e+27 395.0 8741.004049998543 3.6161540613867204e+38
