Time Freq L_nu packet_count Wavelength L_lambda
1080000.0 316220000000000.0 6.74737e+27 284.0 9487.065966732021 2.2490128653916934e+38
1080000.0 316850000000000.0 6.44503e+27 256.0 9468.202619536058 2.156806141100584e+38
1080000.0 317480000000000.0 6.69363e+27 267.0 9449.414136323549 2.24891577587984e+38
1080000.0 318120000000000.0 7.37189e+27 311.0 9430.40362127499 2.48679244386672e+38
1080000.0 318750000000000.0 7.8338e+27 308.0 9411.764705882353 2.653087734375e+38
1080000.0 319390000000000.0 7.92588e+27 314.0 9392.905225586273 2.6950626588931597e+38
1080000.0 320030000000000.0 7.41024e+27 321.0 9374.121176139737 2.52983619759072e+38
1080000.0 320670000000000.0 7.55417e+27 311.0 9355.412105903266 2.5892987572097097e+38
1080000.0 321310000000000.0 7.33402e+27 314.0 9336.777566835766 2.523883587599073e+38
1080000.0 321950000000000.0 9.58506e+27 383.0 9318.217114458766 3.3116958202355006e+38
1080000.0 322600000000000.0 7.17525e+27 314.0 9299.442033477992 2.4891124023e+38
1080000.0 323240000000000.0 8.40603e+27 334.0 9281.02957554758 2.9276548631617603e+38
1080000.0 323890000000000.0 7.81738e+27 328.0 9262.40390255951 2.7336005154129936e+38
1080000.0 324540000000000.0 8.17291e+27 338.0 9243.852837862822 2.86940549349252e+38
1080000.0 325190000000000.0 7.87087e+27 322.0 9225.375934069314 2.7744432677780233e+38
1080000.0 325840000000000.0 7.43426e+27 333.0 9206.972747360667 2.6310268802461864e+38
1080000.0 326490000000000.0 8.51597e+27 355.0 9188.642837452908 3.0258865149999903e+38
1080000.0 327140000000000.0 7.55564e+27 315.0 9170.385767561289 2.6953632401631465e+38
1080000.0 327800000000000.0 9.49502e+27 380.0 9151.921903599756 3.400889549522667e+38
1080000.0 328450000000000.0 7.60066e+27 312.0 9133.810321205663 2.7331821980188336e+38
1080000.0 329110000000000.0 8.07121e+27 334.0 9115.493300112425 2.9140671115048034e+38
1080000.0 329770000000000.0 8.75438e+27 361.0 9097.24959820481 3.173411767409007e+38
1080000.0 330430000000000.0 7.6115e+27 309.0 9079.07877614018 2.7701796702211666e+38
1080000.0 331090000000000.0 7.75377e+27 326.0 9060.980398079073 2.83324275797379e+38
1080000.0 331750000000000.0 6.71522e+27 292.0 9042.954031650339 2.4635470082041666e+38
1080000.0 332410000000000.0 6.68403e+27 288.0 9024.999247916729 2.4618710221088103e+38
1080000.0 333080000000000.0 7.53521e+27 315.0 9006.845202353788 2.786578086347147e+38
1080000.0 333740000000000.0 6.97605e+27 287.0 8989.033379277282 2.5900303500566002e+38
1080000.0 334410000000000.0 6.93409e+27 292.0 8971.023593792052 2.58479872743243e+38
1080000.0 335080000000000.0 7.85784e+27 310.0 8953.085830249493 2.94089108171392e+38
1080000.0 335750000000000.0 6.89073e+27 284.0 8935.219657483247 2.58926214036875e+38
1080000.0 336420000000000.0 6.02618e+27 273.0 8917.424647761727 2.27344503113784e+38
1080000.0 337090000000000.0 5.76362e+27 240.0 8899.700376753983 2.1830607588484067e+38
1080000.0 337770000000000.0 5.57462e+27 251.0 8881.783462119194 2.1200014675326598e+38
1080000.0 338440000000000.0 5.90373e+27 242.0 8864.20044911949 2.2540762617777603e+38
1080000.0 339120000000000.0 5.08746e+27 219.0 8846.426043878273 1.95023326555008e+38
1080000.0 339800000000000.0 5.43918e+27 227.0 8828.722778104768 2.093432323624e+38
1080000.0 340480000000000.0 4.96544e+27 240.0 8811.09022556391 1.9187557588445867e+38
1080000.0 341160000000000.0 4.99107e+27 230.0 8793.527963418923 1.9363712133326403e+38
1080000.0 341840000000000.0 5.76425e+27 234.0 8776.03557219752 2.2452634834826666e+38
1080000.0 342530000000000.0 5.53952e+27 237.0 8758.356932239512 2.1664472004052265e+38
1080000.0 343210000000000.0 5.02105e+27 221.0 8741.004049998543 1.9714835511376834e+38
1080000.0 343900000000000.0 5.21088e+27 230.0 8723.466123873219 2.054254130816e+38
1080000.0 344580000000000.0 5.28252e+27 238.0 8706.251088281386 2.09074000180176e+38
1080000.0 345270000000000.0 5.06991e+27 231.0 8688.852202624033 2.01463643859813e+38
1080000.0 345960000000000.0 5.58552e+27 256.0 8671.522719389524 2.22840504687744e+38
1080000.0 346660000000000.0 6.42248e+27 273.0 8654.012577164945 2.5726989612596266e+38
1080000.0 347350000000000.0 5.86789e+27 267.0 8636.821649632935 2.3599093210250834e+38
1080000.0 348040000000000.0 6.24479e+27 277.0 8619.698885185611 2.5214763770175466e+38
1080000.0 348740000000000.0 6.40631e+27 290.0 8602.397201353444 2.5971092674591867e+38
1080000.0 349440000000000.0 6.06145e+27 256.0 8585.164835164835 2.4671781249024e+38
1080000.0 350140000000000.0 6.11879e+27 259.0 8568.00137088022 2.500505121160947e+38
1080000.0 350840000000000.0 6.85989e+27 310.0 8550.906396077984 2.8145832688612804e+38
1080000.0 351540000000000.0 5.88219e+27 282.0 8533.879501621437 2.42307742007268e+38
1080000.0 352240000000000.0 7.15669e+27 309.0 8516.920281626164 2.9598404144258137e+38
1080000.0 352950000000000.0 6.15447e+27 294.0 8499.787505312368 2.5556170494172498e+38
1080000.0 353650000000000.0 7.27185e+27 350.0 8482.963381874735 3.0315936032387498e+38
1080000.0 354360000000000.0 7.60632e+27 333.0 8465.966813410092 3.18377760580224e+38
1080000.0 355070000000000.0 6.20498e+27 289.0 8449.038217816205 2.6076367413680067e+38
1080000.0 355780000000000.0 7.0404e+27 322.0 8432.17718814998 2.9705655563311997e+38
1080000.0 356490000000000.0 7.06027e+27 324.0 8415.383320710258 2.99085086962809e+38
1080000.0 357200000000000.0 7.69921e+27 338.0 8398.6562150056 3.274521234821333e+38
1080000.0 357920000000000.0 7.58068e+27 343.0 8381.761287438534 3.2371203289531733e+38
1080000.0 358630000000000.0 6.95223e+27 308.0 8365.167442768312 2.9805479232282905e+38
1080000.0 359350000000000.0 8.3934e+27 349.0 8348.406845693613 3.612866916705e+38
1080000.0 360070000000000.0 7.44041e+27 340.0 8331.713277973728 3.2155072304066964e+38
1080000.0 360790000000000.0 7.56942e+27 345.0 8315.086338313145 3.28435680723674e+38
1080000.0 361510000000000.0 8.66284e+27 395.0 8298.525628613317 3.773806852631613e+38
1080000.0 362230000000000.0 8.20213e+27 365.0 8282.030753940866 3.587353921000923e+38
1080000.0 362960000000000.0 7.50049e+27 341.0 8265.373594886489 3.293714215270614e+38
1080000.0 363680000000000.0 7.5998e+27 369.0 8249.010118785745 3.3505780987050668e+38
1080000.0 364410000000000.0 7.26761e+27 340.0 8232.485387338438 3.2169990415934695e+38
1080000.0 365140000000000.0 7.92379e+27 365.0 8216.026729473626 3.5215229646476134e+38
1080000.0 365870000000000.0 7.70318e+27 357.0 8199.633749692513 3.437180918849806e+38
1080000.0 366600000000000.0 8.78423e+27 409.0 8183.306055646482 3.9352050333959995e+38
1080000.0 367340000000000.0 8.21587e+27 389.0 8166.820928839767 3.695462055672574e+38
1080000.0 368070000000000.0 7.87269e+27 393.0 8150.623522699487 3.55518936708327e+38
