#Natural (INST) System Magnitudes
#filter codes 1,2,3,4,5,13,14 = UBVRIr'i'
#SN
#filter MJD   INSTMAG dMAG   
sn01C
3 53438.28022 13.757 0.021
3 53439.24186 13.772 0.020
3 53440.25452 13.798 0.020
3 53441.30153 13.829 0.019
3 53443.21378 13.922 0.014
3 53445.11771 14.053 0.018
3 53450.11594 14.414 0.014
3 53453.11545 14.672 0.028
3 53459.23391 15.139 0.018
3 53469.14690 15.848 0.023
3 53469.14905 15.845 0.017
3 53473.12849 15.936 0.017
3 53473.13929 15.936 0.015
3 53473.15009 15.963 0.015
3 53474.12690 15.976 0.016
3 53474.13770 15.987 0.016
3 53474.14855 15.974 0.016
3 53476.14117 16.020 0.014
3 53477.14360 16.059 0.014
3 53481.13212 16.220 0.017
3 53482.13510 16.243 0.017
3 53482.15902 16.258 0.018
3 53486.13432 16.384 0.020
3 53494.13716 16.545 0.017
13 53437.25281 13.782 0.018
13 53438.27056 13.754 0.024
13 53438.28200 13.766 0.020
13 53439.24263 13.758 0.022
13 53440.25567 13.800 0.022
13 53441.30274 13.858 0.022
13 53443.21493 14.009 0.020
13 53450.11888 14.453 0.021
13 53453.11674 14.454 0.013
13 53459.23520 14.824 0.017
13 53469.15081 15.543 0.019
13 53473.12556 15.731 0.018
13 53473.13640 15.728 0.018
13 53473.14707 15.764 0.019
13 53474.12387 15.765 0.017
13 53474.13470 15.768 0.017
13 53474.14553 15.769 0.017
13 53476.13814 15.849 0.018
13 53481.12912 16.030 0.017
13 53482.13207 16.089 0.019
13 53482.15601 16.085 0.018
13 53494.13229 16.505 0.020
13 53494.13415 16.494 0.018
14 53437.25345 14.371 0.018
14 53438.27220 14.355 0.023
14 53438.28351 14.355 0.019
14 53445.11607 14.880 0.015
14 53450.12022 14.943 0.031
14 53453.11765 14.767 0.014
14 53459.23618 14.868 0.017
14 53469.15226 15.693 0.024
14 53473.12693 15.901 0.020
14 53473.13787 15.875 0.020
14 53474.12534 15.937 0.020
14 53474.13615 15.942 0.022
14 53474.14699 15.940 0.019
14 53476.13960 16.027 0.017
14 53481.13057 16.234 0.017
14 53482.13353 16.342 0.019
14 53482.15745 16.322 0.021
14 53486.13277 16.504 0.018
14 53494.13560 16.748 0.021
sn05cf
1 53521.24600 15.890 0.014
1 53521.24900 15.894 0.013
1 53522.24680 15.302 0.011
1 53523.26650 14.782 0.019
1 53523.26950 14.826 0.015
1 53524.17910 14.424 0.011
1 53524.18210 14.423 0.012
1 53525.18560 14.106 0.014
1 53525.18860 14.125 0.013
1 53526.18040 13.871 0.012
1 53526.18340 13.862 0.013
1 53527.18870 13.679 0.013
1 53527.19180 13.681 0.013
1 53528.33200 13.505 0.012
1 53528.33570 13.520 0.012
1 53530.17620 13.384 0.015
1 53530.17920 13.387 0.017
1 53531.17050 13.335 0.013
1 53531.17350 13.344 0.012
1 53534.23630 13.395 0.017
1 53534.23940 13.380 0.016
1 53535.24630 13.428 0.014
1 53535.24930 13.463 0.016
1 53536.19610 13.516 0.010
1 53536.19920 13.514 0.011
1 53543.17590 14.181 0.012
1 53543.17900 14.161 0.011
1 53543.18990 14.203 0.014
1 53543.19290 14.193 0.012
1 53548.15580 14.766 0.010
1 53548.15880 14.767 0.010
1 53549.21250 14.936 0.013
1 53549.21550 14.937 0.011
1 53550.15610 15.063 0.012
1 53550.15920 15.090 0.011
1 53557.18100 15.924 0.012
2 53521.24350 15.624 0.015
2 53522.24130 15.173 0.016
2 53523.27270 14.817 0.020
2 53524.18530 14.551 0.013
2 53525.19180 14.310 0.017
2 53526.18660 14.130 0.017
2 53527.19490 13.982 0.020
2 53528.32890 13.866 0.015
2 53530.18240 13.715 0.022
2 53531.17670 13.670 0.017
2 53534.23390 13.625 0.019
2 53535.24380 13.639 0.015
2 53536.19370 13.684 0.011
2 53543.18210 14.153 0.012
2 53543.19610 14.151 0.010
2 53548.16190 14.619 0.014
2 53549.21880 14.748 0.015
2 53550.16230 14.850 0.016
2 53557.17860 15.580 0.015
3 53521.23890 15.352 0.013
3 53522.23590 15.011 0.014
3 53522.23660 15.015 0.013
3 53523.26480 14.721 0.017
3 53524.17750 14.501 0.013
3 53525.18390 14.289 0.015
3 53526.17870 14.119 0.014
3 53527.18700 13.973 0.016
3 53528.32290 13.847 0.015
3 53530.17440 13.708 0.019
3 53531.16880 13.651 0.017
3 53534.22910 13.577 0.020
3 53535.23910 13.571 0.013
3 53536.18890 13.578 0.010
3 53543.17420 13.811 0.012
3 53543.18820 13.818 0.013
3 53548.15410 14.094 0.010
3 53549.21080 14.164 0.013
3 53550.15440 14.216 0.014
3 53557.17380 14.602 0.015
13 53521.24070 15.386 0.014
13 53522.23830 15.043 0.014
13 53524.17460 14.482 0.012
13 53525.18090 14.271 0.017
13 53526.17570 14.103 0.012
13 53527.18400 13.963 0.017
13 53528.32540 13.844 0.015
13 53530.17140 13.722 0.017
13 53531.16590 13.679 0.015
13 53534.23090 13.614 0.017
13 53535.24080 13.608 0.013
13 53536.19070 13.620 0.009
13 53543.17120 13.901 0.011
13 53543.18520 13.913 0.012
13 53548.15130 14.215 0.011
13 53549.20780 14.261 0.012
13 53550.15150 14.287 0.014
14 53521.24210 15.817 0.011
14 53522.23980 15.434 0.014
14 53523.26320 15.036 0.034
14 53524.17600 14.857 0.011
14 53525.18230 14.631 0.016
14 53526.17710 14.478 0.012
14 53527.18540 14.342 0.016
14 53528.12710 14.249 0.011
14 53530.17290 14.191 0.017
14 53531.16730 14.195 0.016
14 53534.23240 14.262 0.016
14 53535.24230 14.297 0.014
14 53536.19220 14.332 0.006
14 53543.17260 14.681 0.010
14 53543.18670 14.682 0.012
14 53548.15270 14.950 0.010
14 53549.20920 14.960 0.011
14 53550.15290 14.942 0.013
sn05dv
1 53626.11200 17.178 0.048
1 53627.11300 16.929 0.055
2 53626.11500 16.346 0.019
2 53627.11600 16.420 0.020
2 53629.11600 16.504 0.022
2 53745.54400 21.341 0.280
3 53624.11100 15.699 0.033
3 53626.11000 15.698 0.014
3 53627.11100 15.682 0.014
3 53628.11100 15.701 0.016
3 53629.11000 15.688 0.014
3 53630.10800 15.735 0.019
3 53631.10800 15.775 0.017
3 53632.10600 15.806 0.019
3 53745.53800 20.772 0.204
3 53765.52700 21.349 0.308
13 53626.10700 15.414 0.016
13 53627.10800 15.493 0.017
13 53628.10800 15.486 0.018
13 53629.10700 15.507 0.016
13 53630.10500 15.561 0.022
13 53631.10600 15.580 0.019
13 53632.10300 15.642 0.019
13 53745.54100 20.699 0.221
14 53626.10800 15.948 0.033
14 53627.10900 15.858 0.022
14 53628.10900 15.868 0.022
14 53629.10800 16.034 0.034
14 53630.10700 15.941 0.021
14 53631.10700 15.979 0.029
14 53632.10500 16.052 0.021
14 53745.54200 20.763 0.226
sn05el
1 53640.45031 15.152 0.019
1 53641.46951 14.971 0.018
1 53650.43530 15.244 0.019
1 53656.41978 15.936 0.023
1 53663.39521 17.208 0.037
1 53663.39884 17.194 0.036
1 53663.42022 17.043 0.035
1 53663.42387 17.118 0.038
1 53665.40887 17.414 0.046
1 53665.41251 17.415 0.044
1 53665.42531 17.319 0.037
1 53665.42895 17.452 0.044
1 53666.47774 17.447 0.040
1 53666.48138 17.589 0.044
1 53667.39496 17.590 0.043
1 53667.39860 17.710 0.044
1 53667.41167 17.659 0.048
1 53667.41531 17.792 0.054
1 53669.50823 17.854 0.064
1 53677.42040 18.304 0.072
1 53677.42404 18.314 0.078
1 53677.43679 18.414 0.076
1 53678.43050 18.324 0.061
1 53678.43413 18.380 0.060
1 53679.42615 18.377 0.068
1 53680.43139 18.467 0.070
1 53680.43502 18.316 0.067
1 53680.44866 18.390 0.080
1 53680.45230 18.460 0.072
1 53682.42892 18.467 0.075
1 53684.46577 18.675 0.095
1 53684.46941 18.622 0.105
1 53685.44103 18.664 0.092
1 53685.44466 18.720 0.115
1 53686.42207 18.583 0.088
1 53686.42569 18.682 0.098
1 53686.43899 18.704 0.102
1 53686.44263 18.652 0.111
1 53687.43343 18.751 0.133
1 53687.44645 18.723 0.117
1 53687.45008 18.825 0.117
1 53688.41248 18.986 0.169
1 53688.41612 19.060 0.150
1 53688.44873 18.804 0.126
1 53690.43770 19.088 0.214
1 53691.43660 18.949 0.180
1 53695.44181 18.934 0.143
1 53695.44544 18.952 0.136
1 53696.43459 19.047 0.142
1 53696.43823 19.149 0.157
1 53706.43504 18.943 0.133
1 53707.35550 19.171 0.158
1 53725.37175 19.314 0.188
1 53731.32031 19.383 0.236
1 53745.31247 19.177 0.289
2 53640.44720 15.775 0.011
2 53641.46641 15.599 0.010
2 53645.51117 15.308 0.010
2 53650.43220 15.413 0.010
2 53656.41670 15.885 0.010
2 53666.48514 17.209 0.016
2 53667.40237 17.316 0.018
2 53667.41907 17.258 0.017
2 53669.50517 17.543 0.023
2 53676.37744 18.081 0.029
2 53677.42780 18.134 0.029
2 53677.44420 18.129 0.029
2 53678.43790 18.177 0.030
2 53679.42311 18.247 0.024
2 53680.45606 18.472 0.038
2 53683.44991 18.489 0.090
2 53684.47318 18.352 0.035
2 53685.43170 18.504 0.035
2 53685.44845 18.477 0.035
2 53686.41281 18.446 0.038
2 53686.42948 18.460 0.037
2 53686.44640 18.495 0.032
2 53687.43720 18.500 0.045
2 53687.45385 18.480 0.043
2 53688.41988 18.496 0.042
2 53688.43932 18.352 0.038
2 53688.45615 18.435 0.044
2 53695.44921 18.632 0.054
2 53696.44199 18.697 0.046
2 53706.43199 18.906 0.055
2 53707.35243 18.988 0.058
2 53713.32009 18.892 0.058
2 53714.29066 19.052 0.062
2 53725.34957 19.180 0.077
2 53725.36800 19.288 0.079
2 53727.26477 19.303 0.074
2 53729.29935 19.370 0.082
2 53731.31655 19.451 0.064
2 53737.36787 19.609 0.104
3 53640.44110 15.673 0.022
3 53640.44156 15.653 0.012
3 53641.46037 15.534 0.010
3 53641.46077 15.523 0.010
3 53645.50435 15.259 0.011
3 53645.50551 15.254 0.011
3 53650.42596 15.283 0.012
3 53650.42657 15.286 0.013
3 53656.41065 15.638 0.013
3 53656.41104 15.635 0.009
3 53656.42741 15.677 0.029
3 53663.39286 16.113 0.011
3 53663.41788 16.084 0.011
3 53665.40653 16.209 0.012
3 53665.42296 16.195 0.012
3 53666.47539 16.286 0.012
3 53667.39262 16.339 0.011
3 53667.40932 16.331 0.011
3 53669.49954 16.499 0.012
3 53676.37179 16.981 0.015
3 53677.41806 17.050 0.015
3 53677.43446 17.047 0.015
3 53678.42816 17.113 0.016
3 53679.41748 17.156 0.015
3 53680.42903 17.195 0.016
3 53680.44633 17.205 0.015
3 53682.42022 17.284 0.019
3 53684.46345 17.369 0.019
3 53685.42193 17.417 0.019
3 53685.43869 17.409 0.015
3 53686.40306 17.413 0.022
3 53686.41972 17.413 0.019
3 53686.43664 17.420 0.019
3 53687.42744 17.446 0.023
3 53687.44411 17.480 0.020
3 53688.41014 17.471 0.023
3 53688.42957 17.527 0.025
3 53688.44641 17.434 0.020
3 53689.40681 17.542 0.023
3 53695.43946 17.702 0.030
3 53696.43225 17.713 0.025
3 53706.42633 17.955 0.027
3 53707.34676 18.049 0.031
3 53713.20965 18.243 0.052
3 53713.31233 18.126 0.038
3 53714.28288 18.248 0.034
3 53724.33617 18.431 0.037
3 53725.34178 18.529 0.042
3 53725.36021 18.565 0.041
3 53727.25698 18.507 0.041
3 53729.29155 18.641 0.049
3 53730.27769 18.603 0.049
3 53731.30880 18.649 0.030
3 53737.36007 18.784 0.051
3 53745.30095 19.076 0.075
13 53640.44394 15.626 0.014
13 53641.46315 15.508 0.010
13 53645.50788 15.306 0.015
13 53650.42894 15.317 0.010
13 53656.41343 15.821 0.010
13 53663.38956 16.090 0.011
13 53663.41458 16.099 0.012
13 53665.40314 16.106 0.014
13 53665.41966 16.103 0.012
13 53666.47209 16.121 0.011
13 53667.38932 16.139 0.011
13 53667.40600 16.143 0.011
13 53669.50190 16.242 0.012
13 53676.37417 16.763 0.015
13 53677.41476 16.834 0.012
13 53677.43115 16.827 0.013
13 53678.42485 16.894 0.013
13 53679.41985 16.958 0.014
13 53680.42571 17.002 0.014
13 53680.44299 17.022 0.014
13 53681.37692 17.071 0.019
13 53682.42258 17.122 0.015
13 53683.42005 17.177 0.057
13 53684.46014 17.216 0.017
13 53685.41863 17.230 0.015
13 53685.43532 17.250 0.015
13 53686.39976 17.272 0.018
13 53686.41640 17.285 0.016
13 53686.43332 17.275 0.017
13 53687.42416 17.309 0.019
13 53687.44080 17.333 0.017
13 53688.40681 17.362 0.019
13 53688.42627 17.363 0.020
13 53688.44309 17.371 0.018
13 53689.40919 17.393 0.020
13 53690.42841 17.511 0.025
13 53695.43616 17.620 0.026
13 53696.42895 17.620 0.019
13 53706.42873 18.011 0.026
13 53707.34916 17.961 0.032
13 53713.21273 18.195 0.042
13 53713.31541 18.230 0.048
13 53713.41615 18.182 0.093
13 53714.28597 18.271 0.032
13 53725.34487 18.697 0.044
13 53725.36329 18.642 0.043
13 53727.26007 18.724 0.043
13 53729.29464 18.775 0.042
13 53730.28077 18.853 0.049
13 53731.31187 18.856 0.039
13 53737.36315 19.088 0.044
13 53745.30404 19.219 0.072
14 53640.44553 15.843 0.016
14 53641.46474 15.738 0.011
14 53645.50948 15.779 0.012
14 53650.43053 15.946 0.012
14 53656.41502 16.574 0.014
14 53663.39116 16.590 0.031
14 53665.40474 16.483 0.015
14 53665.42126 16.454 0.014
14 53666.47369 16.415 0.013
14 53667.39091 16.430 0.012
14 53667.40762 16.419 0.013
14 53669.50349 16.374 0.014
14 53676.37579 16.798 0.016
14 53677.41635 16.895 0.015
14 53677.43274 16.879 0.015
14 53678.42645 16.971 0.016
14 53679.42145 17.049 0.017
14 53680.42733 17.084 0.018
14 53680.44460 17.078 0.016
14 53681.37852 17.005 0.038
14 53682.42418 17.229 0.020
14 53683.42164 17.311 0.071
14 53684.46174 17.308 0.018
14 53685.42022 17.399 0.019
14 53685.43696 17.407 0.020
14 53686.40135 17.432 0.020
14 53686.41802 17.433 0.021
14 53686.43492 17.463 0.022
14 53687.42574 17.474 0.025
14 53687.44240 17.488 0.022
14 53688.40841 17.522 0.022
14 53688.42787 17.485 0.020
14 53688.44469 17.526 0.022
14 53689.41080 17.593 0.026
14 53690.43001 17.653 0.025
14 53695.43774 17.734 0.029
14 53696.43054 17.857 0.027
14 53706.43031 18.274 0.037
14 53707.35076 18.251 0.038
14 53713.21505 18.464 0.045
14 53714.28827 18.641 0.046
14 53725.34719 19.139 0.069
14 53725.36560 19.114 0.073
14 53727.26238 19.137 0.077
14 53729.29697 19.286 0.079
14 53730.28307 19.285 0.092
14 53731.31418 19.292 0.079
14 53737.36546 19.393 0.093
14 53745.30633 19.762 0.128
sn05eq
1 53648.37413 16.331 0.052
1 53650.41586 16.232 0.047
1 53650.41948 16.219 0.048
1 53656.37312 16.408 0.049
1 53656.37676 16.396 0.049
1 53663.36580 17.121 0.057
1 53665.38425 17.338 0.094
1 53666.45335 17.409 0.094
1 53667.44598 17.433 0.053
1 53671.31894 17.977 0.058
1 53676.35193 18.397 0.075
1 53677.35830 18.500 0.089
1 53678.37216 18.637 0.085
1 53680.36964 18.705 0.095
1 53681.32058 19.045 0.121
1 53681.32422 19.035 0.137
1 53682.36603 19.026 0.176
1 53685.35513 19.487 0.328
1 53706.35326 19.614 0.289
1 53710.31506 19.592 0.288
1 53714.23516 19.560 0.302
1 53724.31119 19.758 0.326
2 53648.37103 16.746 0.017
2 53650.41278 16.624 0.015
2 53656.37002 16.614 0.015
2 53665.38802 17.071 0.018
2 53666.45712 17.149 0.021
2 53667.37411 17.216 0.017
2 53667.45339 17.217 0.023
2 53671.31583 17.608 0.019
2 53676.34520 18.122 0.029
2 53677.36571 18.210 0.028
2 53678.37594 18.268 0.026
2 53679.35620 18.396 0.027
2 53680.37704 18.441 0.028
2 53681.32799 18.593 0.028
2 53682.35929 18.602 0.033
2 53683.36926 18.727 0.043
2 53695.33037 19.343 0.109
2 53696.34661 19.515 0.147
2 53706.35016 19.614 0.073
2 53710.30832 19.798 0.072
2 53729.22442 20.079 0.086
2 53730.27372 19.980 0.154
2 53731.26619 20.078 0.098
2 53737.25718 20.174 0.111
3 53648.36417 16.653 0.023
3 53648.36538 16.658 0.014
3 53650.40674 16.548 0.028
3 53650.40711 16.520 0.013
3 53656.36402 16.483 0.029
3 53656.36439 16.454 0.014
3 53663.36345 16.683 0.024
3 53664.45998 16.740 0.027
3 53665.37829 16.746 0.017
3 53666.44736 16.799 0.019
3 53667.36436 16.861 0.015
3 53667.44365 16.843 0.014
3 53671.31016 17.064 0.015
3 53676.33954 17.358 0.020
3 53677.35596 17.394 0.019
3 53678.36622 17.428 0.019
3 53679.35056 17.484 0.019
3 53680.36729 17.522 0.019
3 53681.31237 17.581 0.023
3 53681.31826 17.535 0.020
3 53682.35365 17.615 0.028
3 53683.35951 17.614 0.072
3 53685.35278 17.759 0.032
3 53686.32208 17.840 0.027
3 53688.31898 17.816 0.052
3 53695.32063 18.257 0.042
3 53696.33685 18.399 0.046
3 53706.34450 18.693 0.037
3 53710.30266 18.866 0.046
3 53714.22643 18.933 0.062
3 53724.29888 19.334 0.116
3 53731.26052 19.324 0.062
3 53737.25153 19.496 0.055
13 53648.36777 16.731 0.015
13 53650.40950 16.597 0.014
13 53656.36676 16.491 0.014
13 53663.36014 16.704 0.019
13 53664.45669 16.763 0.027
13 53665.37494 16.822 0.024
13 53666.44406 16.884 0.017
13 53667.36103 16.922 0.018
13 53667.44035 16.932 0.017
13 53671.31255 17.121 0.018
13 53676.34193 17.213 0.016
13 53677.35264 17.273 0.021
13 53678.36291 17.243 0.015
13 53679.35293 17.248 0.016
13 53680.36399 17.310 0.015
13 53681.31494 17.329 0.019
13 53682.35602 17.316 0.019
13 53683.35620 17.362 0.019
13 53685.34947 17.421 0.020
13 53686.31876 17.453 0.021
13 53687.34186 17.522 0.029
13 53688.31566 17.574 0.025
13 53694.31711 17.938 0.033
13 53695.31732 17.946 0.028
13 53696.33357 18.031 0.028
13 53706.34688 18.377 0.024
13 53710.30503 18.563 0.032
13 53713.27780 18.677 0.196
13 53729.22112 19.093 0.045
13 53730.27045 19.373 0.061
13 53731.26291 19.076 0.052
13 53737.25389 19.352 0.060
14 53648.36935 17.040 0.018
14 53650.41110 17.001 0.017
14 53656.36836 17.096 0.016
14 53663.36175 17.440 0.030
14 53665.37656 17.514 0.027
14 53666.44566 17.612 0.024
14 53667.36265 17.675 0.024
14 53667.44194 17.697 0.027
14 53671.31417 17.839 0.022
14 53676.34352 17.783 0.035
14 53677.35426 17.743 0.021
14 53678.36450 17.734 0.023
14 53679.35453 17.716 0.030
14 53680.36559 17.708 0.022
14 53681.31654 17.671 0.023
14 53682.35762 17.685 0.026
14 53683.35780 17.712 0.036
14 53685.35107 17.660 0.029
14 53686.32036 17.653 0.025
14 53687.34347 17.658 0.031
14 53688.31726 17.748 0.035
14 53694.31870 17.942 0.033
14 53695.31891 17.991 0.029
14 53696.33515 18.108 0.026
14 53706.34848 18.634 0.043
14 53707.31692 18.594 0.133
14 53710.30666 18.831 0.040
14 53714.23042 18.985 0.048
14 53724.30284 19.240 0.070
14 53730.27205 19.473 0.079
sn05eu
2 53654.47000 17.100 0.055
2 53656.26500 17.283 0.071
2 53676.36200 17.975 0.045
2 53677.38200 18.025 0.116
2 53678.39300 18.075 0.118
2 53680.39400 18.349 0.147
2 53682.37600 18.568 0.075
2 53683.38600 18.561 0.100
2 53687.37300 19.221 0.198
2 53687.39000 19.054 0.187
2 53688.34600 19.288 0.235
2 53691.40700 19.478 0.332
2 53693.40100 19.721 0.252
2 53695.39800 19.452 0.208
2 53696.39200 19.672 0.427
2 53706.39000 19.865 0.490
3 53650.30500 17.694 0.039
3 53654.46100 17.103 0.034
3 53654.46400 17.064 0.022
3 53656.25100 16.936 0.058
3 53656.26000 16.940 0.048
3 53656.28300 16.911 0.028
3 53664.44300 16.866 0.026
3 53665.35000 16.952 0.041
3 53666.41900 16.980 0.029
3 53667.33600 16.955 0.025
3 53669.48400 17.066 0.021
3 53673.34600 17.376 0.040
3 53676.35700 17.493 0.037
3 53678.38300 17.566 0.035
3 53679.36900 17.639 0.028
3 53680.38400 17.692 0.037
3 53681.33500 17.708 0.040
3 53682.37100 17.736 0.033
3 53687.38000 17.989 0.044
3 53692.38200 18.284 0.061
3 53693.39200 18.179 0.078
3 53694.37900 18.374 0.087
3 53695.38800 18.391 0.054
3 53697.32000 18.371 0.154
3 53706.38300 19.009 0.046
13 53650.30700 17.717 0.035
13 53654.46700 17.076 0.023
13 53656.28500 16.952 0.022
13 53663.32900 16.860 0.027
13 53664.43900 16.950 0.027
13 53665.34700 16.915 0.023
13 53666.41600 16.966 0.026
13 53667.33300 16.987 0.020
13 53669.48600 17.091 0.023
13 53673.34900 17.345 0.022
13 53676.35900 17.536 0.026
13 53677.36900 17.600 0.024
13 53678.38000 17.668 0.028
13 53679.37100 17.654 0.028
13 53680.38100 17.659 0.027
13 53681.33200 17.692 0.027
13 53682.37300 17.769 0.039
13 53683.37300 17.754 0.040
13 53686.33600 17.741 0.032
13 53687.37700 17.849 0.050
13 53688.33300 17.757 0.085
13 53691.39300 17.970 0.048
13 53692.37800 17.885 0.039
13 53693.38800 17.819 0.048
13 53694.37600 18.091 0.057
13 53695.38500 18.007 0.047
13 53696.37900 18.250 0.046
13 53706.38600 18.740 0.043
14 53650.30900 17.838 0.034
14 53654.46800 17.361 0.035
14 53656.26400 17.356 0.036
14 53656.28700 17.365 0.027
14 53664.44100 17.585 0.032
14 53665.34800 17.630 0.032
14 53666.41700 17.617 0.024
14 53667.33400 17.621 0.025
14 53669.48800 17.790 0.038
14 53673.35000 18.196 0.029
14 53676.36100 18.386 0.038
14 53677.37100 18.380 0.036
14 53678.38100 18.412 0.036
14 53679.37300 18.327 0.034
14 53680.38200 18.330 0.031
14 53681.33300 18.343 0.029
14 53682.37500 18.284 0.035
14 53683.37500 18.157 0.050
14 53685.36800 18.255 0.040
14 53686.33700 18.292 0.058
14 53687.36200 18.302 0.051
14 53687.37800 18.228 0.059
14 53691.39500 18.131 0.076
14 53694.37800 18.075 0.063
14 53695.38700 18.089 0.044
14 53696.38000 18.216 0.034
14 53706.38800 18.884 0.042
sn05ew
1 53650.45500 16.053 0.030
1 53656.39000 16.571 0.034
1 53676.42800 18.047 0.062
1 53677.40400 18.113 0.057
1 53678.41700 18.188 0.061
1 53679.44400 18.221 0.071
1 53680.41500 18.224 0.065
1 53680.41800 18.162 0.056
1 53681.36600 18.183 0.058
1 53681.36900 18.183 0.061
1 53682.41400 18.291 0.076
1 53686.37400 18.402 0.073
1 53692.40100 18.208 0.105
1 53695.40700 18.333 0.064
1 53696.40100 18.441 0.093
1 53706.41400 18.707 0.085
1 53707.34200 18.548 0.080
1 53714.21500 18.514 0.128
2 53650.45200 15.712 0.012
2 53656.38700 16.188 0.012
2 53676.42500 17.551 0.018
2 53677.41100 17.559 0.015
2 53678.42100 17.591 0.015
2 53679.44100 17.633 0.015
2 53680.42200 17.684 0.016
2 53681.37300 17.692 0.016
2 53682.41100 17.696 0.016
2 53686.37800 17.682 0.022
2 53686.39600 17.727 0.022
2 53687.41900 17.725 0.023
2 53688.38700 17.781 0.026
2 53694.40600 17.934 0.073
2 53706.41000 18.168 0.020
2 53707.33800 18.158 0.021
2 53713.38400 18.203 0.036
2 53714.21100 18.356 0.031
2 53737.35200 18.771 0.038
3 53650.44700 15.094 0.010
3 53656.38100 15.372 0.011
3 53676.41900 16.309 0.015
3 53677.40100 16.355 0.014
3 53678.41100 16.423 0.015
3 53679.43500 16.436 0.012
3 53680.41200 16.507 0.014
3 53681.36300 16.569 0.015
3 53682.40500 16.573 0.015
3 53683.40600 16.656 0.027
3 53686.36800 16.746 0.023
3 53686.38600 16.728 0.017
3 53688.37700 16.806 0.017
3 53688.39300 16.830 0.027
3 53692.39900 16.937 0.021
3 53693.40800 16.954 0.016
3 53694.39600 17.023 0.034
3 53696.39800 17.004 0.022
3 53697.30400 17.126 0.048
3 53706.40200 17.318 0.015
3 53707.33100 17.317 0.022
3 53713.17700 17.586 0.025
3 53713.37600 17.613 0.036
3 53714.20400 17.518 0.017
3 53737.34400 18.100 0.022
13 53650.44900 15.106 0.014
13 53656.38400 15.334 0.013
13 53677.39800 16.003 0.019
13 53678.40800 16.076 0.020
13 53679.43700 16.098 0.014
13 53680.40900 16.177 0.020
13 53681.36000 16.235 0.021
13 53682.40800 16.236 0.015
13 53683.40300 16.332 0.025
13 53686.36500 16.399 0.014
13 53686.38300 16.392 0.013
13 53687.40600 16.501 0.026
13 53688.37400 16.519 0.028
13 53688.39000 16.543 0.025
13 53693.40500 16.733 0.029
13 53694.39300 16.668 0.024
13 53695.40200 16.731 0.016
13 53696.39500 16.781 0.019
13 53697.30700 17.106 0.054
13 53706.40500 17.085 0.015
13 53707.33400 17.094 0.016
13 53713.18000 17.363 0.025
13 53713.37900 17.304 0.036
13 53714.20700 17.376 0.019
13 53737.34700 18.019 0.018
14 53650.45100 15.916 0.015
14 53656.38500 16.071 0.013
14 53676.42300 16.031 0.020
