#Standard System Magnitudes
#filter codes 1,2,3,4,5,13,14 = UBVRIr'i'
#SN
#filter MJD   STDMAG dMAG
sn01C
3 53692.23420 15.817 0.009
3 53693.25380 15.864 0.007
3 53694.23430 15.920 0.007
3 53695.20210 15.952 0.007
3 53696.19560 16.011 0.008
3 53697.14940 16.090 0.011
3 53701.12780 16.445 0.007
3 53705.07420 16.743 0.010
3 53707.19650 16.866 0.011
3 53709.15840 16.966 0.009
3 53724.24160 17.530 0.030
3 53728.09770 17.631 0.018
3 53729.14470 17.617 0.018
3 53731.13080 17.632 0.022
3 53745.10960 17.831 0.040
3 53752.09230 17.980 0.023
3 53758.12370 18.129 0.030
3 53764.09510 18.259 0.029
13 53675.20540 16.907 0.011
13 53676.17120 16.682 0.025
13 53676.23640 16.658 0.013
13 53677.25370 16.469 0.013
13 53678.25510 16.342 0.011
13 53679.19470 16.228 0.007
13 53680.24600 16.113 0.012
13 53681.13280 16.036 0.010
13 53681.15020 16.041 0.010
13 53682.11340 15.978 0.010
13 53682.26380 15.961 0.009
13 53683.14350 15.908 0.018
13 53683.16020 15.904 0.009
13 53688.25340 15.765 0.012
13 53689.17930 15.713 0.010
13 53690.25050 15.715 0.008
13 53691.25200 15.705 0.008
13 53692.23090 15.695 0.009
13 53693.25040 15.716 0.006
13 53694.23100 15.739 0.007
13 53695.19880 15.761 0.007
13 53696.19220 15.793 0.011
13 53697.15250 15.846 0.010
13 53701.13020 16.079 0.006
13 53705.07650 16.309 0.008
13 53707.19880 16.426 0.011
13 53709.16080 16.533 0.010
13 53724.24390 17.131 0.018
13 53728.10010 17.285 0.016
13 53729.14710 17.264 0.016
13 53731.13320 17.327 0.014
13 53745.11200 17.640 0.026
13 53752.09460 17.841 0.019
13 53758.12610 18.000 0.026
13 53764.09750 18.093 0.025
14 53675.20700 17.158 0.014
14 53676.17280 17.020 0.041
14 53676.23880 16.913 0.015
14 53677.25530 16.682 0.016
14 53678.25680 16.555 0.011
14 53679.19700 16.456 0.006
14 53680.24760 16.333 0.012
14 53681.13440 16.268 0.009
14 53681.15180 16.257 0.017
14 53682.11570 16.205 0.013
14 53682.26620 16.198 0.011
14 53683.14510 16.132 0.012
14 53683.16180 16.138 0.011
14 53689.18160 15.914 0.010
14 53690.25210 15.888 0.009
14 53691.25360 15.863 0.011
14 53692.23250 15.849 0.009
14 53693.25210 15.827 0.006
14 53694.23260 15.821 0.008
14 53695.20040 15.839 0.009
14 53696.19390 15.841 0.011
14 53697.15480 15.861 0.010
14 53701.13180 15.997 0.008
14 53705.07810 16.196 0.009
14 53707.20040 16.309 0.012
14 53709.16240 16.398 0.009
14 53724.24550 17.035 0.016
14 53728.10170 17.099 0.026
14 53729.14870 17.198 0.014
14 53731.13470 17.224 0.016
14 53745.11360 17.576 0.030
14 53752.09630 17.772 0.022
14 53758.12770 17.950 0.024
14 53764.09910 18.001 0.025
sn05iq
1 53682.17608 16.687 0.183
1 53688.20603 16.648 0.183
1 53689.14465 16.687 0.157
1 53692.20264 17.051 0.144
1 53693.20098 17.247 0.170
1 53695.18921 17.552 0.156
1 53707.16542 19.439 0.230
2 53682.24881 17.106 0.058
2 53687.13453 16.876 0.054
2 53688.20980 16.889 0.046
2 53689.14091 16.924 0.034
2 53690.21067 17.022 0.052
2 53691.21289 17.039 0.041
2 53692.20640 17.109 0.027
2 53693.20839 17.105 0.036
2 53694.19418 17.186 0.028
2 53695.19299 17.279 0.028
2 53696.18823 17.414 0.026
2 53697.13646 17.453 0.030
2 53707.16168 18.695 0.038
2 53729.12290 20.252 0.107
2 53731.10852 20.108 0.103
3 53682.24102 17.226 0.032
3 53688.20005 16.920 0.031
3 53689.12407 16.914 0.021
3 53689.13314 16.899 0.025
3 53691.20314 16.947 0.020
3 53692.19667 16.993 0.025
3 53693.19865 17.001 0.024
3 53694.18444 17.042 0.023
3 53695.18324 17.090 0.020
3 53696.17847 17.162 0.020
3 53707.15390 17.870 0.024
3 53714.11109 18.492 0.054
3 53729.11513 19.262 0.056
3 53731.10077 19.256 0.060
13 53682.24410 17.180 0.031
13 53689.12715 16.950 0.025
13 53689.13621 16.940 0.026
13 53690.19763 16.987 0.034
13 53691.19984 16.945 0.024
13 53692.19333 17.019 0.023
13 53693.19532 17.036 0.025
13 53694.18109 17.119 0.026
13 53695.17993 17.162 0.023
13 53696.17517 17.261 0.024
13 53697.13176 17.313 0.027
13 53707.15699 17.720 0.025
13 53714.11416 18.086 0.033
13 53729.11823 18.900 0.043
13 53731.10387 19.024 0.070
14 53682.24642 17.575 0.055
14 53688.19834 17.515 0.032
14 53689.12944 17.470 0.030
14 53689.13853 17.485 0.033
14 53690.19922 17.556 0.035
14 53691.20144 17.560 0.030
14 53692.19494 17.616 0.029
14 53693.19693 17.660 0.034
14 53694.18271 17.775 0.032
14 53695.18153 17.817 0.029
14 53696.17677 17.973 0.029
14 53697.13407 18.129 0.056
14 53707.15931 18.185 0.033
14 53714.11648 18.284 0.040
14 53729.12053 19.080 0.055
14 53731.10615 18.985 0.106
sn05ir
2 53682.22862 18.495 0.032
2 53683.30000 18.481 0.037
2 53695.22866 19.156 0.048
2 53706.32135 19.973 0.101
3 53683.29024 18.408 0.032
3 53691.27204 18.662 0.052
3 53692.25249 18.741 0.039
3 53695.21891 18.806 0.051
3 53696.22363 18.803 0.042
3 53706.31356 19.218 0.056
13 53682.22396 18.526 0.052
13 53683.28694 18.552 0.050
13 53689.15682 18.606 0.061
13 53691.26873 18.652 0.066
13 53692.24913 18.525 0.043
13 53693.26725 18.556 0.069
13 53694.24755 18.578 0.046
13 53695.21559 18.699 0.049
13 53696.22034 18.747 0.050
13 53706.31667 19.095 0.044
13 53745.19346 20.052 0.117
14 53682.22625 18.974 0.057
14 53683.28854 19.025 0.053
14 53689.15914 19.049 0.065
14 53692.25076 19.142 0.065
14 53694.24914 19.254 0.083
14 53696.22193 19.383 0.069
14 53706.31897 19.615 0.111
sn05kc
1 53692.09600 16.734 0.052
1 53692.10000 16.386 0.049
1 53696.15300 16.143 0.049
1 53696.15600 16.354 0.049
1 53699.07900 16.276 0.049
1 53699.08300 16.252 0.048
1 53707.18200 17.115 0.052
1 53707.18600 17.143 0.053
1 53729.10200 19.578 0.149
1 53729.10500 19.785 0.177
2 53692.10400 16.431 0.020
2 53697.11700 16.172 0.020
2 53699.07600 16.146 0.019
2 53707.17900 16.721 0.021
2 53714.13700 17.649 0.025
2 53724.13100 18.451 0.035
2 53729.09900 18.870 0.040
2 53731.12000 19.177 0.098
3 53689.10400 16.507 0.020
3 53692.09400 16.066 0.018
3 53696.15000 15.821 0.016
3 53697.10900 15.874 0.021
3 53699.07000 15.751 0.015
3 53707.17400 15.982 0.018
3 53713.09600 16.557 0.026
3 53713.12200 16.536 0.028
3 53714.13100 16.474 0.020
3 53724.12600 16.981 0.020
3 53729.09300 17.353 0.020
3 53731.11400 17.388 0.037
3 53752.08900 18.700 0.068
13 53689.10700 16.316 0.019
13 53692.09000 15.908 0.019
13 53696.14300 15.696 0.020
13 53696.14700 15.704 0.020
13 53697.11200 15.724 0.022
13 53699.07300 15.676 0.019
13 53707.17600 15.960 0.020
13 53713.09900 16.413 0.035
13 53714.13300 16.306 0.021
13 53729.09500 16.904 0.020
13 53731.11600 17.122 0.062
14 53689.11000 16.362 0.022
14 53692.09200 16.020 0.027
14 53696.14900 15.924 0.022
14 53697.11400 15.983 0.022
14 53699.07400 16.045 0.019
14 53707.17800 16.438 0.023
14 53713.10000 16.682 0.028
14 53713.12600 16.717 0.031
14 53714.13500 16.604 0.022
14 53724.13000 16.497 0.023
14 53729.09700 16.749 0.024
14 53731.11800 16.809 0.040
sn05ke
1 53696.32200 15.273 0.030
1 53696.32600 15.377 0.035
1 53706.29500 16.401 0.032
1 53706.29900 16.415 0.032
1 53707.26800 16.584 0.033
1 53707.27200 16.577 0.033
1 53708.28400 16.728 0.034
1 53708.28800 16.713 0.034
1 53711.25500 17.141 0.042
1 53714.27700 17.313 0.056
1 53725.20400 17.603 0.050
1 53725.20700 17.509 0.045
1 53726.19200 17.658 0.056
1 53726.19600 17.709 0.050
1 53728.28600 17.671 0.064
1 53729.24900 17.656 0.049
1 53729.25200 17.919 0.074
1 53730.13300 17.694 0.062
1 53731.18700 17.797 0.059
1 53731.19100 17.714 0.059
1 53765.09800 18.440 0.117
1 53765.10200 18.628 0.115
1 53766.10500 18.594 0.094
1 53766.10900 18.651 0.095
2 53693.32300 15.361 0.017
2 53694.31400 15.237 0.018
2 53695.31400 15.153 0.019
2 53704.22200 15.454 0.020
2 53706.29200 15.793 0.021
2 53707.26500 15.952 0.022
2 53708.28100 16.129 0.020
2 53711.25200 16.513 0.023
2 53714.27000 16.785 0.021
2 53725.20000 17.268 0.022
2 53726.18800 17.327 0.024
2 53729.24500 17.410 0.024
2 53730.12900 17.445 0.018
2 53731.18300 17.487 0.022
2 53741.17300 17.828 0.041
2 53752.18000 17.866 0.056
2 53766.10100 18.218 0.028
2 53768.11700 18.281 0.036
2 53777.09500 18.640 0.057
3 53689.35300 16.178 0.022
3 53692.30300 15.147 0.018
3 53694.30400 14.737 0.014
3 53695.30400 14.584 0.020
3 53696.32000 14.460 0.017
3 53704.21600 14.320 0.018
3 53706.28600 14.478 0.016
3 53707.26000 14.584 0.017
3 53711.24800 15.012 0.017
3 53713.25600 15.437 0.036
3 53714.26200 15.280 0.023
3 53725.19200 16.035 0.021
3 53726.18100 16.090 0.031
3 53728.27400 16.175 0.020
3 53729.23700 16.213 0.025
3 53731.17500 16.303 0.022
3 53737.24400 16.543 0.023
3 53741.16500 16.667 0.016
3 53745.13400 16.776 0.020
3 53752.17200 17.049 0.026
3 53765.08700 17.499 0.029
3 53768.10900 17.580 0.029
3 53775.13600 17.782 0.065
3 53777.09300 17.882 0.047
3 53779.09600 17.902 0.047
13 53692.29900 15.067 0.022
13 53695.30100 14.525 0.026
13 53697.27300 14.295 0.025
13 53706.28900 14.240 0.022
13 53707.26200 14.308 0.023
13 53711.25000 14.657 0.032
13 53713.22900 14.966 0.038
13 53713.25900 14.890 0.028
13 53714.26500 14.885 0.022
13 53725.19500 15.797 0.029
13 53726.18400 15.836 0.023
13 53730.12400 16.045 0.022
13 53731.17800 16.095 0.024
13 53741.16900 16.567 0.017
13 53765.09000 17.609 0.026
13 53766.09700 17.644 0.026
13 53777.09000 18.100 0.034
13 53779.09100 18.189 0.051
14 53689.30300 16.152 0.033
14 53689.35700 16.140 0.042
14 53692.30100 15.208 0.027
14 53693.31100 15.039 0.037
14 53695.30200 14.694 0.029
14 53696.31800 14.560 0.025
14 53697.27500 14.504 0.045
14 53704.22000 14.401 0.030
14 53706.29000 14.476 0.033
14 53707.26400 14.484 0.028
14 53708.27900 14.546 0.033
14 53711.25100 14.685 0.028
14 53713.26100 14.808 0.035
14 53714.26700 14.884 0.024
14 53725.19800 15.753 0.026
14 53728.27900 15.972 0.027
14 53729.24300 16.009 0.031
14 53730.12700 16.063 0.043
14 53741.17100 16.568 0.019
14 53745.13900 16.768 0.027
14 53752.17800 17.123 0.040
14 53765.09200 17.489 0.036
14 53766.09900 17.527 0.029
14 53768.11500 17.566 0.027
14 53775.13400 17.806 0.057
14 53777.09100 17.831 0.035
14 53779.09300 17.869 0.035
sn05ki
1 53693.49882 17.448 0.156
1 53695.51264 16.327 0.147
1 53696.50504 15.948 0.149
1 53705.47963 15.357 0.027
1 53705.48326 15.355 0.027
1 53714.43067 16.268 0.078
1 53729.41627 18.676 0.080
1 53729.41991 18.667 0.079
1 53730.41920 18.469 0.087
1 53730.42282 18.708 0.109
1 53731.37236 18.749 0.102
1 53731.37600 18.725 0.098
1 53737.47538 18.996 0.114
1 53745.42811 19.387 0.145
1 53766.39027 19.680 0.299
1 53768.42968 20.037 0.358
1 53786.39051 20.268 0.360
1 53787.37028 20.214 0.398
2 53693.50259 17.818 0.024
2 53695.51640 16.961 0.056
2 53696.50882 16.643 0.051
2 53705.47659 15.692 0.015
2 53714.42402 16.291 0.050
2 53729.41322 18.176 0.034
2 53730.41617 18.380 0.031
2 53731.36933 18.359 0.029
2 53737.47234 18.650 0.033
2 53745.42145 19.100 0.049
2 53764.40530 19.238 0.055
2 53765.33896 19.355 0.055
2 53766.38358 19.409 0.062
2 53768.42301 19.254 0.055
2 53786.39428 19.744 0.091
2 53787.36723 19.621 0.072
2 53788.33063 19.795 0.082
2 53797.33361 19.968 0.120
2 53800.32461 19.991 0.093
2 53803.36738 20.174 0.143
2 53815.26708 20.169 0.118
3 53693.49286 17.742 0.029
3 53695.50664 17.004 0.066
3 53696.49906 16.677 0.072
3 53705.47090 15.732 0.017
3 53706.50599 15.683 0.015
3 53707.42904 15.764 0.067
3 53713.39551 15.996 0.063
3 53714.41836 16.058 0.015
3 53729.40758 17.087 0.016
3 53730.41049 17.173 0.021
3 53731.36367 17.265 0.017
3 53737.46668 17.661 0.020
3 53745.41580 18.041 0.025
3 53764.39964 18.511 0.031
3 53765.33329 18.598 0.036
3 53766.37794 18.654 0.032
3 53768.41737 18.668 0.038
3 53777.34765 19.111 0.052
3 53786.38383 19.266 0.056
3 53787.36157 19.187 0.049
3 53788.32496 19.245 0.063
3 53797.32316 19.455 0.095
3 53800.31414 19.596 0.076
3 53803.36174 19.625 0.122
3 53815.26407 20.007 0.083
3 53817.26682 20.014 0.133
13 53693.48954 17.760 0.058
13 53695.50333 16.972 0.051
13 53696.49574 16.717 0.067
13 53705.47329 15.755 0.035
13 53706.50839 15.721 0.037
13 53707.43142 15.761 0.065
13 53713.39790 16.087 0.061
13 53713.43178 16.128 0.080
13 53714.42072 16.221 0.035
13 53729.40995 16.786 0.036
13 53730.41288 16.856 0.039
13 53731.36604 16.931 0.035
13 53737.46907 17.404 0.037
13 53745.41818 17.741 0.042
14 53693.49113 17.912 0.052
14 53695.50493 17.116 0.044
14 53696.49736 16.741 0.066
14 53705.47490 16.340 0.036
14 53706.50998 16.315 0.053
14 53707.43304 16.381 0.098
14 53713.43338 16.656 0.180
14 53729.41155 16.869 0.041
14 53730.41450 16.895 0.048
14 53731.36766 17.016 0.036
14 53737.47066 17.525 0.056
14 53745.41978 17.964 0.066
sn05ls
1 53714.25319 16.538 0.028
1 53714.25683 16.557 0.027
1 53725.14865 17.510 0.040
1 53725.15228 17.421 0.034
1 53726.17213 17.663 0.043
1 53726.17576 17.633 0.044
1 53727.31117 17.874 0.061
1 53728.31597 17.887 0.061
1 53729.27980 18.048 0.060
1 53729.28345 18.150 0.057
1 53730.30694 18.432 0.224
1 53731.25558 18.437 0.122
2 53714.25017 16.611 0.017
2 53725.14560 17.130 0.016
2 53726.16907 17.233 0.017
2 53727.30813 17.386 0.018
2 53728.30929 17.443 0.016
2 53729.27677 17.592 0.018
2 53730.30028 17.647 0.021
2 53731.24890 17.840 0.028
2 53737.30029 18.450 0.073
2 53745.24034 18.991 0.060
2 53764.24993 19.989 0.286
2 53765.18298 19.766 0.232
2 53768.19789 19.804 0.239
2 53786.16510 20.042 0.248
3 53714.24449 16.214 0.014
3 53725.13993 16.439 0.014
3 53726.16338 16.505 0.014
3 53727.30245 16.566 0.015
3 53728.30363 16.609 0.014
3 53729.27108 16.670 0.014
3 53730.29458 16.756 0.016
3 53731.24324 16.859 0.042
3 53737.29464 17.080 0.015
3 53745.23470 17.505 0.026
3 53752.27404 17.785 0.032
3 53764.24427 18.300 0.045
3 53765.17729 18.294 0.038
3 53768.19224 18.434 0.033
3 53777.15580 18.715 0.082
3 53779.17202 18.749 0.047
3 53786.16209 18.932 0.047
3 53808.13524 19.753 0.309
3 53811.11727 19.666 0.140
13 53714.24687 16.112 0.013
13 53725.14230 16.354 0.012
13 53726.16576 16.449 0.015
13 53727.30484 16.501 0.014
13 53728.30601 16.537 0.012
13 53729.27346 16.582 0.015
13 53731.24563 16.671 0.019
13 53737.29702 16.778 0.014
13 53745.23707 16.958 0.020
13 53752.27642 17.308 0.021
13 53764.24666 17.882 0.026
13 53765.17970 17.898 0.024
13 53768.19464 17.976 0.025
13 53777.15249 18.359 0.053
13 53779.16729 18.428 0.034
13 53780.12861 18.523 0.057
13 53786.15735 18.559 0.031
13 53808.13050 18.954 0.305
13 53811.12035 19.336 0.335
14 53714.24847 16.445 0.017
14 53725.14391 16.858 0.016
14 53726.16740 16.976 0.021
14 53728.30762 17.094 0.021
14 53729.27507 17.103 0.019
14 53730.29860 17.141 0.018
14 53731.24723 17.116 0.032
14 53737.29861 17.073 0.024
14 53752.27803 17.204 0.023
14 53764.24825 17.870 0.030
14 53765.18130 17.966 0.031
14 53768.19624 18.043 0.028
14 53777.15410 18.400 0.043
14 53786.15966 18.646 0.041
14 53811.12266 19.060 0.186
sn05lu
1 53727.16436 18.840 0.144
1 53728.20677 18.959 0.194
1 53729.18017 19.253 0.263
1 53730.22339 19.237 0.249
1 53735.15112 19.679 0.288
2 53727.15902 18.403 0.042
2 53728.20144 18.436 0.039
2 53729.17778 18.628 0.034
2 53730.23611 18.673 0.067
2 53731.15351 18.725 0.066
2 53735.14439 19.259 0.108
3 53727.15473 17.757 0.021
3 53728.19718 17.800 0.033
3 53729.17351 17.891 0.019
3 53730.21674 17.906 0.030
3 53730.23044 17.922 0.029
3 53731.14785 17.931 0.028
3 53741.13772 18.804 0.188
3 53745.16771 18.702 0.159
3 53752.19202 19.115 0.225
3 53765.11153 19.628 0.222
3 53768.14216 19.574 0.209
3 53779.11509 19.883 0.297
13 53727.15642 17.701 0.022
13 53728.19887 17.711 0.027
13 53729.17520 17.703 0.030
13 53730.21841 17.771 0.033
13 53730.23282 17.732 0.038
13 53731.15024 17.722 0.049
13 53735.14112 17.804 0.057
13 53741.14009 18.177 0.151
13 53745.17007 18.124 0.137
13 53752.19441 18.492 0.173
13 53766.14134 19.356 0.159
14 53727.15767 18.343 0.041
14 53728.20012 18.385 0.048
14 53730.21966 18.331 0.039
14 53730.23444 18.429 0.050
14 53731.15184 18.353 0.060
14 53735.14271 18.284 0.083
14 53752.19601 18.950 0.190
14 53764.13461 19.317 0.177
14 53765.11552 19.493 0.170
14 53768.14615 19.467 0.184
sn05lz
1 53731.20500 18.234 0.072
1 53731.20900 18.098 0.053
1 53732.15800 18.127 0.053
1 53732.16200 18.017 0.049
1 53734.14800 18.053 0.050
1 53734.15200 17.953 0.046
1 53737.28700 18.085 0.086
1 53737.29000 18.029 0.059
1 53741.22100 18.353 0.148
1 53741.22500 18.240 0.143
1 53752.21500 19.751 0.327
2 53730.33500 18.435 0.080
2 53731.20200 18.201 0.030
2 53732.15500 18.112 0.025
2 53734.14500 17.972 0.019
2 53737.28400 17.983 0.032
2 53741.21800 18.191 0.057
2 53745.21600 18.577 0.111
2 53752.21200 19.624 0.170
3 53730.33000 17.998 0.064
3 53731.19700 18.013 0.026
3 53732.15000 17.928 0.022
3 53734.13900 17.815 0.021
3 53737.27800 17.768 0.042
3 53741.21300 18.135 0.045
3 53745.21000 18.095 0.059
3 53752.20700 18.499 0.054
3 53764.17300 19.226 0.069
3 53765.12900 19.465 0.077
3 53766.16200 19.490 0.073
3 53768.17500 19.584 0.088
3 53777.12800 19.685 0.215
3 53786.13400 19.844 0.086
13 53730.33200 18.086 0.091
13 53731.19900 17.937 0.022
13 53732.15200 17.884 0.022
13 53734.14200 17.750 0.018
13 53737.28000 17.691 0.036
13 53741.21500 17.765 0.031
13 53745.21300 18.012 0.042
13 53752.20900 18.353 0.042
13 53764.17600 18.944 0.049
13 53765.13200 18.970 0.055
13 53766.16400 19.053 0.041
13 53768.17800 19.199 0.049
13 53777.12500 19.612 0.134
13 53779.13900 19.833 0.127
13 53786.12900 19.872 0.074
14 53730.33400 18.234 0.100
14 53731.20100 18.205 0.031
14 53732.15400 18.188 0.032
14 53734.14300 18.172 0.032
14 53737.28200 18.143 0.068
14 53741.21700 18.291 0.067
14 53752.21100 18.994 0.073
14 53764.17700 18.838 0.114
14 53765.13300 18.908 0.064
14 53766.16600 19.123 0.062
14 53768.17900 19.205 0.066
14 53777.12600 19.754 0.155
14 53779.14100 20.030 0.121
14 53780.10200 19.903 0.185
14 53786.13200 20.409 0.182
sn05mc
1 53731.29853 17.518 0.042
1 53731.30218 17.552 0.039
1 53732.35212 17.516 0.040
1 53732.35576 17.535 0.039
1 53733.36384 17.543 0.039
1 53733.36749 17.578 0.043
1 53737.38300 17.898 0.054
1 53737.38664 17.924 0.073
1 53743.51484 18.795 0.093
1 53744.47042 19.091 0.121
1 53744.47406 19.055 0.124
1 53745.35075 19.136 0.355
1 53757.35237 20.737 0.447
1 53757.35601 20.627 0.376
1 53765.29618 20.907 0.523
1 53768.30654 21.006 0.505
1 53768.31017 20.748 0.469
2 53731.29549 17.500 0.020
2 53732.34907 17.449 0.020
2 53733.36080 17.403 0.016
2 53737.37995 17.626 0.020
2 53743.50816 18.431 0.037
2 53744.46737 18.621 0.036
2 53745.34772 18.770 0.086
2 53757.34932 20.404 0.159
2 53764.36276 20.730 0.301
2 53765.29314 20.860 0.339
2 53768.30350 21.016 0.334
3 53731.28983 17.319 0.015
3 53732.34339 17.234 0.019
3 53733.35515 17.195 0.018
3 53737.37433 17.188 0.018
3 53743.50252 17.513 0.019
3 53744.46169 17.613 0.021
3 53745.34206 17.686 0.024
3 53757.34366 18.863 0.047
3 53764.35706 19.259 0.074
3 53765.28749 19.377 0.083
3 53768.29781 19.590 0.095
3 53781.36891 20.118 0.299
3 53786.27272 20.329 0.164
13 53731.29221 17.179 0.014
13 53732.34579 17.116 0.017
13 53733.35755 17.095 0.015
13 53737.37669 17.013 0.017
13 53743.50490 17.410 0.017
13 53744.46407 17.434 0.017
13 53745.34443 17.487 0.018
13 53757.34605 18.280 0.035
13 53764.35944 18.883 0.048
13 53765.28986 18.819 0.061
13 53768.30021 18.917 0.053
13 53779.27362 19.359 0.226
13 53781.37201 19.556 0.124
13 53785.26882 19.606 0.103
13 53786.26798 19.833 0.081
14 53731.29381 17.391 0.021
14 53732.34741 17.372 0.022
14 53733.35913 17.355 0.019
14 53737.37829 17.447 0.031
14 53743.50649 17.904 0.034
14 53744.46568 17.821 0.031
14 53745.34603 17.826 0.032
14 53757.34765 18.223 0.055
14 53764.36108 18.821 0.073
14 53765.29146 18.761 0.080
14 53768.30182 19.076 0.098
14 53781.37433 19.465 0.226
14 53786.27029 20.025 0.200
sn05ms
1 53736.45123 16.364 0.027
1 53736.45486 16.414 0.027
1 53737.40087 16.255 0.030
1 53739.48419 16.083 0.026
1 53739.48782 16.098 0.025
1 53743.49367 15.998 0.027
1 53743.49732 16.033 0.027
1 53744.45293 16.086 0.026
1 53744.45656 16.057 0.025
1 53745.37259 16.150 0.028
1 53745.37623 16.126 0.027
1 53764.34896 18.235 0.071
1 53764.35259 18.346 0.080
1 53765.31286 18.300 0.078
1 53765.31651 18.363 0.084
1 53766.31567 18.469 0.082
1 53766.31931 18.448 0.080
1 53800.22213 19.009 0.353
1 53800.22577 19.004 0.357
2 53736.44818 16.639 0.014
2 53739.48113 16.330 0.012
2 53743.49064 16.291 0.018
2 53755.43226 16.869 0.021
2 53764.34590 17.848 0.020
2 53766.31262 18.093 0.031
2 53779.29876 18.880 0.192
2 53788.27780 19.467 0.097
2 53797.23697 19.570 0.094
2 53803.25800 19.467 0.222
2 53817.22016 19.700 0.155
2 53818.20601 19.771 0.185
2 53827.22906 20.099 0.197
2 53837.12818 20.075 0.216
3 53736.44252 16.694 0.014
3 53737.39218 16.569 0.013
3 53743.48500 16.250 0.016
3 53745.36387 16.275 0.019
3 53755.42659 16.559 0.016
3 53764.34024 17.075 0.015
3 53766.30694 17.215 0.017
3 53777.26965 17.844 0.105
3 53781.38281 18.151 0.048
3 53786.28341 18.286 0.026
3 53787.25078 18.368 0.043
3 53797.22722 18.646 0.033
3 53807.23516 18.957 0.112
3 53808.22454 18.933 0.055
3 53818.20034 19.248 0.109
3 53827.22605 19.387 0.052
3 53828.20119 19.359 0.236
13 53736.44492 16.727 0.013
13 53737.39456 16.590 0.014
13 53739.47786 16.447 0.013
13 53743.48737 16.307 0.015
13 53744.44662 16.290 0.015
13 53745.36626 16.306 0.017
13 53755.42897 16.717 0.016
13 53755.48348 16.730 0.016
13 53779.28569 17.611 0.039
13 53781.38518 17.768 0.032
13 53788.27454 18.082 0.022
13 53797.22388 18.388 0.024
13 53800.21649 18.349 0.051
13 53807.23044 18.602 0.057
13 53808.21980 18.601 0.058
13 53817.21240 19.055 0.049
13 53818.20272 19.049 0.110
13 53827.22131 19.395 0.054
13 53837.12043 19.663 0.102
14 53736.44650 16.959 0.017
14 53739.47944 16.782 0.014
14 53743.48897 16.869 0.017
14 53744.44823 16.900 0.020
14 53745.36787 16.927 0.017
