3577.1 1.0410e-15
3579.9 6.1414e-16
3582.8 5.4630e-16
3585.6 1.5613e-15
3588.4 1.8005e-15
3591.3 1.0802e-15
3594.1 1.1556e-15
3597.0 6.9214e-16
3599.8 1.6430e-15
3602.7 6.6974e-16
3605.5 1.0681e-15
3608.4 1.2661e-15
3611.2 6.6294e-16
3614.1 8.6723e-16
3616.9 7.0657e-16
3619.8 1.4729e-15
3622.6 9.4124e-16
3625.5 1.1829e-15
3628.3 1.2775e-15
3631.1 1.6110e-15
3634.0 1.2729e-15
3636.8 1.0754e-15
3639.7 4.8581e-16
3642.5 4.9540e-16
3645.4 1.6149e-16
3648.2 1.1444e-15
3651.1 1.5952e-15
3653.9 1.4478e-15
3656.8 1.2617e-15
3659.6 8.4626e-16
3662.5 9.0591e-16
3665.3 2.5221e-16
3668.1 4.7916e-16
3671.0 3.0144e-17
3673.8 1.8354e-16
3676.7 2.6163e-16
3679.5 1.0327e-15
3682.4 7.3426e-17
3685.2 -1.1492e-16
3688.1 -4.9636e-16
3690.9 9.6374e-16
3693.8 1.7475e-17
3696.6 7.2719e-16
3699.5 7.3683e-16
3702.3 9.5174e-16
3705.2 7.7924e-16
3708.0 5.7751e-16
3710.8 5.7568e-16
3713.7 1.5425e-15
3716.5 1.4562e-15
3719.4 1.3032e-15
3722.2 1.9703e-15
3725.1 1.9024e-15
3727.9 1.4948e-15
3730.8 2.2621e-15
3733.6 1.9178e-15
3736.5 1.7873e-15
3739.3 1.9987e-15
3742.2 1.8430e-15
3745.0 1.8288e-15
3747.9 1.9549e-15
3750.7 1.6160e-15
3753.5 1.1801e-15
3756.4 2.2671e-15
3759.2 9.0647e-16
3762.1 1.0169e-15
3764.9 1.0593e-15
3767.8 1.4937e-15
3770.6 1.1806e-15
3773.5 1.2745e-15
3776.3 8.4654e-16
3779.2 1.4018e-15
3782.0 1.0048e-15
3784.9 1.3373e-15
3787.7 7.6971e-16
3790.6 1.0850e-15
3793.4 1.0285e-15
3796.2 7.5317e-16
3799.1 4.6945e-16
3801.9 6.7729e-16
3804.8 7.7093e-16
3807.6 4.8771e-16
3810.5 5.7673e-16
3813.3 5.5588e-16
3816.2 5.1887e-16
3819.0 5.6565e-16
3821.9 3.6143e-16
3824.7 5.5096e-16
3827.6 7.1966e-16
3830.4 4.7519e-16
3833.2 4.7509e-16
3836.1 5.5153e-16
3838.9 5.1430e-16
3841.8 5.5708e-16
3844.6 6.0865e-16
3847.5 4.3397e-16
3850.3 4.1633e-16
3853.2 6.6416e-16
3856.0 9.7835e-16
3858.9 3.8732e-16
3861.7 4.0815e-16
3864.6 2.9417e-16
3867.4 -7.4959e-17
3870.3 3.3742e-16
3873.1 2.0415e-16
3875.9 -1.3303e-16
3878.8 2.6086e-16
3881.6 1.7400e-16
3884.5 4.9791e-16
3887.3 8.1238e-16
3890.2 7.6501e-16
3893.0 3.7410e-16
3895.9 8.7216e-16
3898.7 2.8205e-16
3901.6 9.4987e-16
3904.4 1.2223e-15
3907.3 1.2811e-15
3910.1 8.0849e-16
3913.0 9.6869e-16
3915.8 1.1492e-15
3918.6 9.7449e-16
3921.5 6.9133e-16
3924.3 7.4447e-16
3927.2 8.6644e-16
3930.0 1.0511e-15
3932.9 1.0644e-15
3935.7 1.0574e-15
3938.6 1.1172e-15
3941.4 1.0832e-15
3944.3 1.4886e-15
3947.1 1.4110e-15
3950.0 8.7163e-16
3952.8 1.2255e-15
3955.6 1.4093e-15
3958.5 1.4274e-15
3961.3 1.2725e-15
3964.2 1.0904e-15
3967.0 1.3209e-15
3969.9 1.2609e-15
3972.7 1.1357e-15
3975.6 1.2627e-15
3978.4 1.5325e-15
3981.3 1.1392e-15
3984.1 1.7187e-15
3987.0 1.7350e-15
3989.8 1.5569e-15
3992.7 1.6480e-15
3995.5 1.7876e-15
3998.3 1.7991e-15
4001.2 1.3940e-15
4004.0 1.8086e-15
4006.9 1.5268e-15
4009.7 1.7050e-15
4012.6 1.6049e-15
4015.4 1.6492e-15
4018.3 1.8620e-15
4021.1 1.6568e-15
4024.0 1.4937e-15
4026.8 1.5126e-15
4029.7 1.7874e-15
4032.5 1.6566e-15
4035.4 1.3575e-15
4038.2 1.3973e-15
4041.0 1.3814e-15
4043.9 1.8010e-15
4046.7 1.7971e-15
4049.6 1.4700e-15
4052.4 1.5968e-15
4055.3 1.3069e-15
4058.1 1.0489e-15
4061.0 1.5606e-15
4063.8 1.5688e-15
4066.7 1.4359e-15
4069.5 1.2391e-15
4072.4 9.9571e-16
4075.2 1.0027e-15
4078.0 1.5642e-15
4080.9 1.2869e-15
4083.7 7.9403e-16
4086.6 1.1023e-15
4089.4 1.1044e-15
4092.3 1.0104e-15
4095.1 1.1407e-15
4098.0 1.0447e-15
4100.8 1.4397e-15
4103.7 9.1344e-16
4106.5 8.8731e-16
4109.4 1.0975e-15
4112.2 1.1925e-15
4115.1 9.7104e-16
4117.9 8.4607e-16
4120.7 8.7146e-16
4123.6 1.2129e-15
4126.4 1.0019e-15
4129.3 1.1711e-15
4132.1 1.1219e-15
4135.0 1.1589e-15
4137.8 1.2210e-15
4140.7 8.1742e-16
4143.5 1.0219e-15
4146.4 8.5116e-16
4149.2 8.9454e-16
4152.1 7.1649e-16
4154.9 9.9475e-16
4157.8 1.0372e-15
4160.6 8.2069e-16
4163.4 1.0504e-15
4166.3 9.4185e-16
4169.1 8.4007e-16
4172.0 8.8702e-16
4174.8 9.0926e-16
4177.7 9.6405e-16
4180.5 8.5233e-16
4183.4 9.2718e-16
4186.2 9.8902e-16
4189.1 9.5624e-16
4191.9 9.2357e-16
4194.8 7.8442e-16
4197.6 8.1820e-16
4200.5 9.4081e-16
4203.3 9.2140e-16
4206.1 8.1994e-16
4209.0 8.2800e-16
4211.8 6.6558e-16
4214.7 9.1500e-16
4217.5 8.8995e-16
4220.4 9.5271e-16
4223.2 7.9392e-16
4226.1 6.8814e-16
4228.9 1.0449e-15
4231.8 7.7174e-16
4234.6 7.3852e-16
4237.5 6.6765e-16
4240.3 7.0888e-16
4243.1 9.5730e-16
4246.0 1.0592e-15
4248.8 7.3248e-16
4251.7 6.1079e-16
4254.5 9.5863e-16
4257.4 9.2027e-16
4260.2 1.1101e-15
4263.1 8.8529e-16
4265.9 7.3214e-16
4268.8 8.8725e-16
4271.6 1.0083e-15
4274.5 9.2084e-16
4277.3 7.4319e-16
4280.2 9.5915e-16
4283.0 1.1019e-15
4285.8 9.4138e-16
4288.7 9.8142e-16
4291.5 9.0376e-16
4294.4 8.3259e-16
4297.2 1.2116e-15
4300.1 1.0283e-15
4302.9 1.1605e-15
4305.8 9.2624e-16
4308.6 9.8124e-16
4311.5 9.2986e-16
4314.3 1.0123e-15
4317.2 1.0330e-15
4320.0 8.7293e-16
4322.9 1.0472e-15
4325.7 9.0433e-16
4328.5 8.1076e-16
4331.4 1.1447e-15
4334.2 1.0427e-15
4337.1 9.8964e-16
4339.9 8.2876e-16
4342.8 1.1411e-15
4345.6 1.0418e-15
4348.5 1.1017e-15
4351.3 1.0849e-15
4354.2 9.9426e-16
4357.0 9.8272e-16
4359.9 8.2006e-16
4362.7 8.8592e-16
4365.5 1.1278e-15
4368.4 1.0613e-15
4371.2 1.1269e-15
4374.1 1.1077e-15
4376.9 1.0237e-15
4379.8 1.1010e-15
4382.6 9.2986e-16
4385.5 9.4638e-16
4388.3 9.7258e-16
4391.2 1.0389e-15
4394.0 1.0734e-15
4396.9 9.2680e-16
4399.7 9.4546e-16
4402.6 9.6393e-16
4405.4 9.1778e-16
4408.2 8.7162e-16
4411.1 9.7514e-16
4413.9 8.0014e-16
4416.8 7.4358e-16
4419.6 7.4451e-16
4422.5 9.2679e-16
4425.3 7.8731e-16
4428.2 7.7517e-16
4431.0 8.2199e-16
4433.9 6.7290e-16
4436.7 7.1600e-16
4439.6 7.2385e-16
4442.4 6.4411e-16
4445.3 7.5205e-16
4448.1 5.2136e-16
4450.9 5.1278e-16
4453.8 5.7179e-16
4456.6 6.3889e-16
4459.5 4.9709e-16
4462.3 5.3023e-16
4465.2 5.6514e-16
4468.0 4.7439e-16
4470.9 5.8911e-16
4473.7 4.0979e-16
4476.6 7.1689e-16
4479.4 6.5297e-16
4482.3 4.2033e-16
4485.1 5.2770e-16
4488.0 6.4850e-16
4490.8 4.5122e-16
4493.6 5.2249e-16
4496.5 5.1698e-16
4499.3 5.4625e-16
4502.2 5.0687e-16
4505.0 6.2718e-16
4507.9 6.3482e-16
4510.7 6.4860e-16
4513.6 7.6923e-16
4516.4 6.5634e-16
4519.3 6.6251e-16
4522.1 5.2308e-16
4525.0 5.8236e-16
4527.8 6.1914e-16
4530.6 6.5931e-16
4533.5 6.2613e-16
4536.3 6.3118e-16
4539.2 6.1801e-16
4542.0 6.9013e-16
4544.9 6.0487e-16
4547.7 6.9353e-16
4550.6 8.3811e-16
4553.4 6.1781e-16
4556.3 6.7733e-16
4559.1 8.5636e-16
4562.0 7.5961e-16
4564.8 8.9656e-16
4567.7 9.1798e-16
4570.5 7.3255e-16
4573.3 6.8335e-16
4576.2 8.0108e-16
4579.0 9.5975e-16
4581.9 8.3602e-16
4584.7 9.3108e-16
4587.6 9.5588e-16
4590.4 7.5463e-16
4593.3 8.4845e-16
4596.1 1.0884e-15
4599.0 1.1191e-15
4601.8 1.1276e-15
4604.7 9.6623e-16
4607.5 8.9604e-16
4610.4 1.1199e-15
4613.2 1.1716e-15
4616.0 1.2658e-15
4618.9 1.2747e-15
4621.7 1.2873e-15
4624.6 1.3234e-15
4627.4 1.3153e-15
4630.3 1.4585e-15
4633.1 1.4513e-15
4636.0 1.3366e-15
4638.8 1.3427e-15
4641.7 1.4590e-15
4644.5 1.4798e-15
4647.4 1.5744e-15
4650.2 1.5352e-15
4653.0 1.4898e-15
4655.9 1.5319e-15
4658.7 1.3970e-15
4661.6 1.4900e-15
4664.4 1.4786e-15
4667.3 1.4929e-15
4670.1 1.4580e-15
4673.0 1.5102e-15
4675.8 1.5195e-15
4678.7 1.4582e-15
4681.5 1.7257e-15
4684.4 1.6259e-15
4687.2 1.3793e-15
4690.1 1.5107e-15
4692.9 1.4686e-15
4695.7 1.4915e-15
4698.6 1.4938e-15
4701.4 1.6202e-15
4704.3 1.3686e-15
4707.1 1.5937e-15
4710.0 1.5207e-15
4712.8 1.4144e-15
4715.7 1.4973e-15
4718.5 1.5424e-15
4721.4 1.3000e-15
4724.2 1.3232e-15
4727.1 1.4520e-15
4729.9 1.3987e-15
4732.8 1.2142e-15
4735.6 1.2216e-15
4738.4 1.2673e-15
4741.3 1.1194e-15
4744.1 1.1306e-15
4747.0 9.3647e-16
4749.8 1.0665e-15
4752.7 9.6844e-16
4755.5 9.2991e-16
4758.4 8.6481e-16
4761.2 9.0742e-16
4764.1 7.3719e-16
4766.9 7.4108e-16
4769.8 7.6366e-16
4772.6 7.4741e-16
4775.4 6.9770e-16
4778.3 6.9577e-16
4781.1 6.7522e-16
4784.0 7.2106e-16
4786.8 7.3975e-16
4789.7 6.7514e-16
4792.5 6.6574e-16
4795.4 7.2157e-16
4798.2 6.3095e-16
4801.1 6.8945e-16
4803.9 7.0842e-16
4806.8 6.7521e-16
4809.6 6.0354e-16
4812.5 5.1663e-16
4815.3 5.4042e-16
4818.1 5.8008e-16
4821.0 6.4994e-16
4823.8 6.3908e-16
4826.7 5.2015e-16
4829.5 6.4430e-16
4832.4 6.5174e-16
4835.2 6.1051e-16
4838.1 6.5463e-16
4840.9 7.7347e-16
4843.8 5.9382e-16
4846.6 6.0617e-16
4849.5 5.7345e-16
4852.3 5.9031e-16
4855.2 6.5896e-16
4858.0 7.5920e-16
4860.8 6.7920e-16
4863.7 7.1097e-16
4866.5 8.0212e-16
4869.4 7.4465e-16
4872.2 7.7345e-16
