3180.0 6.6558e-15
3182.4 8.1887e-15
3184.9 9.6436e-15
3187.3 8.1066e-15
3189.8 1.0399e-14
3192.2 9.4964e-15
3194.7 7.6358e-15
3197.2 7.9954e-15
3199.6 7.8943e-15
3202.1 7.9663e-15
3204.5 7.6557e-15
3206.9 6.5211e-15
3209.4 4.9373e-15
3211.8 6.1805e-15
3214.3 6.9272e-15
3216.8 7.8573e-15
3219.2 7.1681e-15
3221.7 6.2799e-15
3224.1 8.1982e-15
3226.6 5.3179e-15
3229.0 6.3463e-15
3231.4 7.7829e-15
3233.9 5.8870e-15
3236.3 6.5749e-15
3238.8 5.0240e-15
3241.2 5.5842e-15
3243.7 5.7073e-15
3246.2 5.9617e-15
3248.6 6.3915e-15
3251.1 5.7352e-15
3253.5 5.6133e-15
3256.0 6.0846e-15
3258.4 5.8439e-15
3260.9 6.2305e-15
3263.3 5.5953e-15
3265.8 5.7191e-15
3268.2 5.2751e-15
3270.7 6.6773e-15
3273.1 6.4826e-15
3275.6 5.7310e-15
3278.0 7.1787e-15
3280.5 6.6102e-15
3282.9 5.9748e-15
3285.4 6.7788e-15
3287.8 6.4727e-15
3290.3 6.3724e-15
3292.7 6.0240e-15
3295.2 6.3476e-15
3297.6 6.7805e-15
3300.1 6.6512e-15
3302.5 6.3071e-15
3305.0 6.5466e-15
3307.4 6.0863e-15
3309.9 7.1315e-15
3312.3 6.7159e-15
3314.8 6.0414e-15
3317.2 6.5499e-15
3319.7 6.4805e-15
3322.1 6.7105e-15
3324.6 6.4272e-15
3327.0 6.6716e-15
3329.5 6.6905e-15
3331.9 6.6232e-15
3334.4 7.0873e-15
3336.8 6.8052e-15
3339.3 6.8092e-15
3341.7 7.5607e-15
3344.2 7.5234e-15
3346.6 8.1151e-15
3349.1 8.0191e-15
3351.5 7.3600e-15
3354.0 7.7186e-15
3356.4 7.2600e-15
3358.9 8.0664e-15
3361.3 8.4108e-15
3363.8 7.7265e-15
3366.2 8.2144e-15
3368.7 8.4479e-15
3371.1 8.1842e-15
3373.6 8.6868e-15
3376.0 8.5551e-15
3378.5 8.6160e-15
3380.9 8.6014e-15
3383.4 8.2491e-15
3385.8 8.3159e-15
3388.3 8.1772e-15
3390.7 8.5389e-15
3393.2 8.1950e-15
3395.6 8.5129e-15
3398.1 8.1175e-15
3400.5 8.1811e-15
3403.0 8.4662e-15
3405.4 8.4772e-15
3407.9 8.5832e-15
3410.3 8.1886e-15
3412.8 8.3418e-15
3415.2 8.2290e-15
3417.7 8.4364e-15
3420.1 8.0526e-15
3422.6 8.4264e-15
3425.0 8.3463e-15
3427.5 7.9188e-15
3429.9 8.1422e-15
3432.4 8.3307e-15
3434.8 8.2482e-15
3437.3 8.5674e-15
3439.7 8.3146e-15
3442.2 8.4084e-15
3444.6 8.6414e-15
3447.1 8.8332e-15
3449.5 8.9550e-15
3452.0 9.3228e-15
3454.4 9.2866e-15
3456.9 9.2599e-15
3459.3 9.6835e-15
3461.8 1.0029e-14
3464.2 1.0115e-14
3466.7 1.0066e-14
3469.1 1.0269e-14
3471.6 1.0538e-14
3474.0 1.0959e-14
3476.5 1.1159e-14
3478.9 1.1404e-14
3481.4 1.1173e-14
3483.8 1.1723e-14
3486.3 1.1776e-14
